Gender Inequality Index (GII),,,,,,,,,,,,,,,,,,,,,,,,
HDI Rank (2018),Country,1995,,2000,,2005,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018
170,Afghanistan,..,,..,,0.674,,0.665,,0.654,,0.644,,0.633,,0.623,,0.614,,0.605,,0.59,,0.575
69,Albania,..,,0.38,,0.329,,0.269,,0.273,,0.273,,0.266,,0.261,,0.256,,0.249,,0.236,,0.234
82,Algeria,0.679, a,0.627,,0.561,,0.523,,0.515,,0.434,,0.432,,0.439,,0.442,,0.439,,0.447,,0.443
149,Angola,..,,..,,..,,..,,..,,..,,..,,0.577,,0.575,,0.572,,0.58,,0.578
48,Argentina,0.418, a,0.409,,0.371,,0.371,,0.368,,0.365,,0.365,,0.365,,..,,0.359,,0.355,,0.354
81,Armenia,0.474, a,0.468,,0.403,,0.345,,0.34,,0.319,,0.311,,0.305,,0.301,,0.3,,0.263,,0.259
6,Australia,0.18, a,0.16,,0.139,,0.138,,0.132,,0.128,,0.119,,0.116,,0.11,,0.107,,0.104,,0.103
20,Austria,0.186, a,0.15,,0.118,,0.111,,0.106,,0.102,,0.093,,0.09,,0.089,,0.086,,0.078,,0.073
87,Azerbaijan,..,,..,,0.325,,0.302,,0.303,,0.303,,0.309,,0.315,,0.31,,0.315,,0.318,,0.321
60,Bahamas,..,,0.387,,0.36,,0.386,,0.385,,0.383,,0.379,,0.379,,0.374,,0.372,,0.353,,0.353
45,Bahrain,..,,..,,0.325,,0.236,,0.222,,0.221,,0.215,,0.218,,0.226,,0.225,,0.223,,0.207
135,Bangladesh,0.708, a,0.68,,0.634,,0.588,,0.578,,0.57,,0.563,,0.555,,0.549,,0.547,,0.538,,0.536
56,Barbados,0.372, a,0.356,,0.347,,0.32,,0.314,,0.307,,0.296,,0.293,,0.295,,0.289,,0.283,,0.256
50,Belarus,..,,..,,..,,0.15,,0.149,,0.154,,0.153,,0.153,,0.153,,0.136,,0.129,,0.119
17,Belgium,0.162, a,0.122,,0.104,,0.091,,0.086,,0.081,,0.074,,0.063,,0.057,,0.053,,0.05,,0.045
103,Belize,0.515, a,0.481,,0.464,,0.425,,0.414,,0.398,,0.39,,0.387,,0.386,,0.384,,0.393,,0.391
163,Benin,0.682, a,0.678,,0.656,,0.623,,0.631,,0.626,,0.621,,0.617,,0.622,,0.618,,0.614,,0.613
134,Bhutan,..,,..,,..,,..,,..,,0.49,,0.53,,0.511,,0.495,,0.491,,0.484,,0.436
114,Bolivia (Plurinational State of),..,,0.587,,0.557,,0.503,,0.498,,0.496,,0.49,,0.455,,0.456,,0.448,,0.448,,0.446
75,Bosnia and Herzegovina,..,,..,,..,,0.235,,0.211,,0.202,,0.194,,..,,0.177,,0.173,,0.167,,0.162
94,Botswana,0.575, a,0.531,,0.522,,0.503,,0.498,,0.494,,0.485,,0.472,,0.469,,0.467,,0.466,,0.464
79,Brazil,0.519, a,0.507,,0.47,,0.456,,0.45,,0.448,,0.43,,0.421,,0.413,,0.41,,0.404,,0.386
43,Brunei Darussalam,..,,..,,..,,..,,..,,..,,..,,..,,..,,0.276,,0.243,,0.234
52,Bulgaria,0.373, a,0.336,,0.253,,0.238,,0.236,,0.222,,0.224,,0.236,,0.234,,0.232,,0.22,,0.218
182,Burkina Faso,..,,..,,0.645,,0.619,,0.615,,0.609,,0.605,,..,,0.623,,0.621,,0.612,,0.612
185,Burundi,..,,0.622,,0.571,,0.544,,0.543,,0.539,,0.535,,0.531,,0.524,,0.523,,0.521,,0.52
126,Cabo Verde,..,,..,,..,,..,,..,,..,,..,,..,,0.378,,0.376,,0.374,,0.372
146,Cambodia,0.66, a,0.598,,0.561,,0.493,,0.488,,0.484,,0.481,,0.478,,0.476,,0.475,,0.476,,0.474
150,Cameroon,0.697, a,0.688,,0.657,,0.623,,0.62,,0.616,,0.582,,0.579,,0.577,,0.574,,0.572,,0.566
13,Canada,0.184, a,..,,0.133,,0.126,,0.118,,0.115,,0.113,,0.11,,0.108,,0.099,,0.092,,0.083
188,Central African Republic,0.742, a,0.71,,0.692,,0.688,,0.675,,0.673,,..,,..,,..,,0.693,,0.684,,0.682
187,Chad,..,,..,,..,,..,,..,,..,,..,,..,,0.707,,0.705,,0.71,,0.701
42,Chile,0.477, a,0.433,,0.383,,0.362,,0.357,,0.352,,0.337,,0.335,,0.333,,0.326,,..,,0.288
85,China,..,,0.268,,0.234,,0.192,,0.187,,0.182,,0.17,,0.167,,0.165,,0.164,,0.164,,0.163
79,Colombia,0.523, a,0.503,,0.492,,0.456,,0.441,,0.435,,0.436,,0.417,,0.413,,0.41,,0.411,,0.411
138,Congo,..,,0.616,,0.618,,0.613,,0.609,,0.607,,0.604,,0.593,,0.592,,0.59,,0.58,,0.579
179,Congo (Democratic Republic of the),..,,..,,0.665,,0.679,,..,,0.674,,0.646,,0.655,,0.659,,0.656,,0.655,,0.655
68,Costa Rica,0.463, a,0.423,,0.345,,0.321,,0.318,,0.308,,0.304,,0.312,,0.308,,0.309,,0.303,,0.285
46,Croatia,0.279, a,0.206,,0.164,,0.146,,0.144,,0.139,,0.133,,0.127,,0.15,,0.158,,0.128,,0.122
72,Cuba,0.419, a,0.379,,0.341,,0.326,,0.323,,0.322,,0.319,,0.319,,0.32,,0.319,,0.318,,0.313
31,Cyprus,0.34, a,0.258,,0.14,,0.132,,0.139,,0.137,,0.134,,0.118,,0.114,,0.09,,0.087,,0.086
26,Czechia,0.252, a,..,,0.153,,0.135,,0.133,,0.133,,0.138,,0.139,,0.134,,0.135,,0.133,,0.137
165,Côte d'Ivoire,0.706, a,..,,0.69,,0.679,,0.667,,0.667,,0.663,,0.664,,0.663,,0.66,,0.658,,0.657
11,Denmark,0.102, a,0.076,,0.064,,0.056,,0.052,,0.049,,0.046,,0.044,,0.044,,0.042,,0.041,,0.04
89,Dominican Republic,0.581, a,0.494,,0.478,,0.473,,0.497,,0.454,,0.489,,0.483,,0.473,,0.457,,0.454,,0.453
85,Ecuador,0.583, a,0.49,,0.458,,0.421,,0.425,,0.42,,0.407,,0.4,,0.393,,0.387,,0.39,,0.389
116,Egypt,0.665, a,0.636,,0.58,,..,,..,,0.576,,..,,..,,..,,0.452,,0.452,,0.45
124,El Salvador,0.527, a,0.521,,0.489,,0.442,,0.442,,0.418,,0.412,,0.407,,0.397,,0.394,,0.398,,0.397
30,Estonia,0.387, a,0.282,,0.213,,0.169,,0.173,,0.167,,0.162,,0.164,,0.144,,0.132,,0.11,,0.091
138,Eswatini (Kingdom of),0.651, a,0.664,,0.621,,0.577,,0.571,,0.565,,0.583,,0.578,,0.574,,0.572,,0.571,,0.579
173,Ethiopia,..,,..,,0.614,,0.58,,0.574,,0.569,,0.558,,0.547,,0.519,,0.515,,0.512,,0.508
98,Fiji,0.494, a,..,,0.423,,..,,..,,..,,..,,0.366,,0.36,,0.365,,0.367,,0.357
12,Finland,0.101, a,0.085,,0.088,,0.077,,0.073,,0.07,,0.067,,0.065,,0.063,,0.059,,0.055,,0.05
26,France,0.199, a,0.172,,0.138,,0.107,,0.105,,0.091,,0.089,,0.087,,0.086,,0.08,,0.058,,0.051
115,Gabon,0.623, a,0.609,,0.586,,0.555,,0.554,,0.55,,0.548,,0.547,,0.543,,0.542,,0.537,,0.534
174,Gambia,0.756, a,0.748,,0.657,,0.665,,0.661,,0.657,,0.653,,0.64,,0.637,,0.633,,0.625,,0.62
70,Georgia,0.425, a,0.422,,0.388,,0.42,,0.419,,0.382,,0.38,,0.378,,0.378,,0.356,,0.354,,0.351
4,Germany,0.156, a,0.13,,0.117,,0.097,,0.093,,0.091,,0.083,,0.081,,0.076,,0.076,,0.084,,0.084
142,Ghana,0.628, a,..,,0.575,,0.574,,0.572,,..,,0.556,,0.556,,0.555,,0.553,,0.543,,0.541
32,Greece,0.284, a,0.221,,0.179,,0.157,,0.148,,0.136,,0.132,,0.127,,0.126,,0.122,,0.124,,0.122
126,Guatemala,0.585, a,0.596,,0.575,,0.539,,0.528,,0.52,,0.52,,0.502,,0.499,,0.492,,0.495,,0.492
123,Guyana,..,,0.544,,0.534,,0.523,,0.517,,0.514,,0.509,,0.506,,0.503,,0.5,,0.495,,0.492
169,Haiti,..,,..,,0.593,,..,,0.615,,0.621,,0.619,,0.617,,0.614,,0.765,,0.622,,0.62
132,Honduras,..,,0.55,,0.51,,0.52,,0.518,,0.513,,..,,0.48,,0.475,,0.473,,..,,0.479
43,Hungary,0.322, a,0.288,,0.26,,0.255,,0.262,,0.262,,0.263,,0.256,,0.261,,0.265,,0.27,,0.258
6,Iceland,0.184, a,0.148,,0.125,,0.099,,0.098,,0.093,,0.088,,0.083,,0.075,,0.064,,0.065,,0.057
129,India,0.696, a,..,,0.629,,0.6,,0.594,,0.589,,0.578,,0.563,,0.551,,0.538,,0.522,,0.501
111,Indonesia,0.58, a,0.561,,0.539,,0.486,,0.481,,0.475,,0.471,,0.472,,0.467,,0.464,,0.453,,0.451
65,Iran (Islamic Republic of),0.661, a,0.596,,0.511,,0.529,,0.535,,0.532,,0.536,,0.539,,0.528,,0.484,,0.488,,0.492
120,Iraq,0.693, a,0.652,,..,,0.556,,0.556,,0.556,,0.553,,0.552,,0.549,,0.546,,0.544,,0.54
3,Ireland,0.203, a,0.198,,0.191,,0.17,,0.154,,0.148,,0.14,,0.135,,0.129,,0.109,,0.101,,0.093
22,Israel,0.244, a,0.197,,0.173,,0.149,,0.144,,0.14,,0.13,,0.127,,0.114,,0.11,,0.104,,0.1
29,Italy,0.198, a,0.178,,0.176,,0.125,,0.121,,0.116,,0.091,,0.087,,0.087,,0.084,,0.08,,0.069
96,Jamaica,0.479, a,0.47,,0.469,,0.455,,0.444,,0.44,,0.435,,0.427,,0.423,,0.412,,0.408,,0.405
19,Japan,0.156, a,0.135,,0.146,,0.121,,0.12,,0.129,,0.13,,0.127,,0.121,,0.108,,0.102,,0.099
102,Jordan,0.673, a,0.632,,0.56,,0.494,,0.497,,0.496,,0.494,,0.493,,0.493,,0.474,,0.471,,0.469
50,Kazakhstan,0.447, a,0.404,,0.36,,0.268,,0.257,,0.231,,0.221,,0.212,,0.212,,0.209,,0.204,,0.203
147,Kenya,0.706, a,0.695,,0.654,,0.614,,0.61,,0.606,,0.569,,0.564,,0.56,,0.557,,0.548,,0.545
22,Korea (Republic of),0.277, a,0.191,,0.107,,0.098,,0.092,,0.083,,0.078,,0.072,,0.068,,0.063,,0.06,,0.058
57,Kuwait,0.577, a,0.576,,0.367,,0.215,,0.21,,0.22,,0.215,,0.31,,0.308,,0.286,,0.251,,0.245
122,Kyrgyzstan,0.512, a,0.476,,0.677,,0.365,,0.375,,0.377,,0.384,,0.384,,0.4,,0.396,,0.389,,0.381
140,Lao People's Democratic Republic,..,,0.58,,0.545,,0.51,,0.503,,0.495,,0.487,,0.48,,0.474,,0.466,,0.465,,0.463
39,Latvia,0.411, a,0.276,,0.217,,0.208,,0.205,,0.191,,0.188,,0.202,,0.199,,0.199,,0.208,,0.169
93,Lebanon,..,,..,,..,,0.412,,0.409,,0.407,,0.404,,0.405,,0.402,,0.399,,0.395,,0.362
164,Lesotho,0.577, a,0.589,,0.583,,0.565,,0.559,,0.552,,0.55,,0.547,,0.547,,0.541,,0.545,,0.546
176,Liberia,..,,0.69,,0.677,,0.66,,0.669,,0.663,,0.66,,0.657,,0.66,,0.658,,0.659,,0.651
110,Libya,..,,..,,0.3,,0.246,,..,,0.19,,0.182,,0.175,,0.174,,0.171,,0.173,,0.172
34,Lithuania,0.326, a,0.281,,0.185,,0.168,,0.171,,0.145,,0.142,,0.137,,0.133,,0.134,,0.129,,0.124
21,Luxembourg,0.2, a,0.175,,0.156,,0.132,,0.113,,0.115,,0.09,,0.084,,0.077,,0.072,,0.065,,0.078
172,Malawi,0.717, a,0.691,,0.654,,0.623,,0.616,,0.615,,0.614,,0.625,,0.624,,0.621,,0.618,,0.615
61,Malaysia,0.39, a,0.335,,0.324,,0.309,,0.309,,0.302,,0.291,,0.283,,0.286,,0.287,,0.286,,0.274
104,Maldives,0.649, a,0.536,,0.431,,0.424,,0.412,,0.401,,0.388,,0.387,,0.384,,0.38,,0.375,,0.367
184,Mali,0.711, a,0.709,,0.707,,0.669,,0.673,,0.674,,..,,0.677,,0.678,,0.678,,0.677,,0.676
28,Malta,0.334, a,0.32,,0.305,,0.272,,0.265,,0.254,,0.204,,0.196,,0.197,,0.195,,0.197,,0.195
161,Mauritania,0.807, a,0.755,,..,,0.656,,0.652,,0.647,,..,,0.629,,0.625,,0.622,,0.612,,0.62
66,Mauritius,0.479, a,0.453,,0.369,,0.382,,0.37,,0.371,,0.363,,0.358,,0.379,,0.377,,0.373,,0.369
76,Mexico,0.512, a,0.492,,0.43,,0.401,,0.393,,0.37,,0.366,,0.361,,0.352,,0.349,,0.346,,0.334
107,Moldova (Republic of),0.479, a,0.42,,0.295,,0.286,,0.258,,0.259,,0.253,,0.258,,0.24,,0.237,,0.232,,0.228
92,Mongolia,0.502, a,0.452,,0.412,,0.406,,0.406,,0.318,,0.317,,0.317,,0.321,,0.314,,0.318,,0.322
52,Montenegro,..,,..,,..,,0.216,,0.203,,0.176,,0.175,,0.165,,0.159,,0.135,,0.128,,0.119
121,Morocco,0.721, a,0.706,,0.586,,0.564,,0.533,,0.53,,0.526,,0.525,,0.504,,0.494,,0.494,,0.492
180,Mozambique,..,,0.634,,0.623,,0.605,,0.598,,0.59,,0.583,,..,,0.572,,0.572,,0.57,,0.569
145,Myanmar,..,,..,,..,,0.517,,0.533,,0.507,,0.505,,0.507,,0.443,,0.458,,0.46,,0.459
130,Namibia,0.548, a,0.545,,0.527,,0.514,,0.512,,0.508,,0.5,,..,,0.477,,0.475,,0.47,,0.46
147,Nepal,0.709, a,0.669,,0.651,,0.534,,0.525,,0.516,,..,,0.506,,0.499,,0.494,,0.488,,0.476
10,Netherlands,0.114, a,0.096,,0.083,,0.054,,0.051,,0.051,,0.049,,0.048,,0.048,,0.045,,0.044,,0.041
14,New Zealand,0.222, a,0.19,,0.188,,0.186,,0.179,,0.174,,0.17,,0.164,,0.156,,0.152,,0.137,,0.133
126,Nicaragua,0.629, a,0.606,,0.542,,0.52,,0.479,,0.482,,0.479,,0.472,,0.469,,0.461,,0.458,,0.455
189,Niger,0.801, a,0.797,,0.701,,..,,0.683,,0.679,,0.674,,0.669,,0.667,,0.659,,0.649,,0.647
82,North Macedonia,..,,..,,..,,..,,..,,..,,..,,..,,0.162,,0.161,,0.15,,0.145
1,Norway,0.121, a,0.108,,0.085,,0.075,,0.071,,0.067,,0.062,,0.058,,0.054,,0.051,,0.047,,0.044
47,Oman,..,,..,,0.391,,0.328,,0.321,,0.319,,0.317,,0.314,,0.317,,0.311,,0.307,,0.304
152,Pakistan,0.768, a,..,,0.604,,0.578,,0.577,,0.563,,0.563,,0.557,,0.551,,0.55,,0.549,,0.547
67,Panama,0.521, a,0.506,,0.475,,0.52,,0.523,,0.519,,0.515,,0.469,,0.467,,0.465,,0.462,,0.46
155,Papua New Guinea,0.673, a,0.666,,0.682,,0.667,,0.663,,0.607,,0.604,,0.6,,0.597,,0.594,,0.742,,0.74
98,Paraguay,0.572, a,0.552,,0.541,,0.511,,0.508,,0.498,,0.479,,0.484,,0.482,,0.483,,0.485,,0.482
82,Peru,0.555, a,..,,0.461,,0.421,,0.427,,0.415,,0.41,,0.405,,0.402,,0.385,,0.383,,0.381
106,Philippines,0.48, a,0.476,,0.467,,0.449,,0.446,,0.447,,0.433,,0.43,,0.43,,0.424,,0.427,,0.425
32,Poland,0.258, a,0.205,,0.164,,0.17,,0.156,,0.154,,0.153,,0.149,,0.142,,0.136,,0.128,,0.12
40,Portugal,0.244, a,0.209,,0.183,,0.141,,0.129,,0.13,,0.115,,0.11,,0.099,,0.094,,0.088,,0.081
41,Qatar,..,,..,,..,,0.58,,0.555,,0.552,,0.551,,0.543,,0.539,,0.537,,0.209,,0.202
52,Romania,0.471, a,..,,0.352,,0.365,,0.362,,0.349,,0.35,,0.347,,0.346,,0.346,,0.316,,0.316
49,Russian Federation,0.467, a,0.423,,0.359,,0.316,,0.311,,0.3,,0.296,,0.294,,0.28,,0.278,,0.262,,0.255
157,Rwanda,0.583, a,0.554,,0.487,,0.446,,0.44,,0.435,,0.424,,0.42,,0.415,,0.413,,0.412,,0.412
89,Saint Lucia,..,,..,,..,,..,,..,,..,,0.356,,0.355,,0.341,,0.339,,0.336,,0.333
111,Samoa,..,,0.471,,0.459,,0.418,,0.455,,0.451,,0.445,,0.413,,0.409,,0.374,,0.369,,0.364
137,Sao Tome and Principe,..,,..,,..,,0.548,,0.546,,0.546,,0.544,,0.542,,0.54,,0.538,,0.536,,0.547
36,Saudi Arabia,..,,..,,0.671,,0.633,,0.623,,0.621,,0.271,,0.265,,0.254,,0.241,,0.232,,0.224
166,Senegal,0.646, a,0.641,,0.628,,0.583,,0.578,,0.55,,0.542,,0.535,,0.531,,0.528,,0.524,,0.523
63,Serbia,..,,..,,..,,0.221,,0.218,,0.189,,0.19,,0.186,,0.184,,0.176,,0.168,,0.162
181,Sierra Leone,..,,0.696,,0.67,,0.665,,0.662,,0.66,,0.657,,0.655,,0.653,,0.649,,0.646,,0.644
9,Singapore,0.25, a,0.274,,0.168,,0.099,,0.102,,0.092,,0.083,,0.07,,0.068,,0.066,,0.066,,0.065
36,Slovakia,0.248, a,0.219,,0.189,,0.195,,0.194,,0.185,,0.186,,0.186,,0.186,,0.184,,0.187,,0.19
24,Slovenia,0.246, a,..,,0.139,,0.126,,0.077,,0.072,,0.072,,0.065,,0.063,,0.058,,0.053,,0.069
113,South Africa,0.422, a,0.416,,0.421,,0.432,,0.433,,0.433,,0.43,,0.428,,0.427,,0.426,,0.424,,0.422
25,Spain,0.157, a,0.119,,0.117,,0.115,,0.109,,0.103,,0.098,,0.09,,0.084,,0.08,,0.077,,0.074
71,Sri Lanka,0.471, a,..,,0.439,,0.408,,0.398,,0.4,,0.392,,0.39,,0.398,,0.384,,0.381,,0.38
168,Sudan,0.72, a,..,,0.666,,0.625,,0.618,,0.612,,0.605,,0.599,,0.579,,0.573,,0.566,,0.56
98,Suriname,..,,..,,0.517,,0.534,,0.517,,0.514,,0.514,,0.511,,0.468,,0.469,,0.467,,0.465
8,Sweden,0.09, a,0.061,,0.052,,0.05,,0.049,,0.048,,0.047,,0.046,,0.045,,0.044,,0.043,,0.04
2,Switzerland,0.117, a,0.094,,0.073,,0.062,,0.061,,0.058,,0.052,,0.049,,0.047,,0.043,,0.04,,0.037
154,Syrian Arab Republic,0.569, a,0.548,,0.544,,0.549,,0.551,,0.555,,0.558,,0.56,,0.559,,0.551,,0.547,,0.547
125,Tajikistan,0.583, a,0.438,,0.376,,0.367,,0.37,,0.371,,0.373,,0.382,,0.384,,0.37,,0.374,,0.377
159,Tanzania (United Republic of),0.653, a,..,,0.594,,..,,0.562,,0.558,,0.553,,0.549,,0.544,,0.541,,0.539,,0.539
77,Thailand,0.4, a,0.397,,0.348,,0.319,,0.309,,0.313,,0.314,,0.38,,0.378,,0.374,,0.386,,0.377
167,Togo,0.736, a,0.663,,0.633,,0.607,,0.605,,0.602,,0.583,,0.573,,0.573,,0.57,,0.567,,0.566
105,Tonga,0.683, a,0.677,,0.488,,0.681,,0.485,,0.484,,0.48,,0.674,,0.672,,0.67,,0.419,,0.418
63,Trinidad and Tobago,0.426, a,..,,0.353,,0.354,,0.352,,0.349,,0.348,,0.348,,0.334,,0.328,,0.327,,0.324
91,Tunisia,0.53, a,0.429,,0.339,,0.313,,0.306,,0.304,,0.305,,0.295,,0.297,,0.298,,0.299,,0.3
59,Turkey,0.631, a,0.591,,0.564,,0.425,,0.381,,0.367,,0.354,,0.347,,0.333,,0.326,,0.321,,0.305
159,Uganda,0.652, a,0.647,,0.597,,0.569,,0.558,,0.552,,0.546,,0.541,,0.536,,0.536,,0.532,,0.531
88,Ukraine,0.48, a,0.385,,0.372,,0.337,,0.333,,0.322,,0.316,,0.302,,0.298,,0.294,,0.289,,0.284
35,United Arab Emirates,0.644, a,0.609,,0.592,,0.231,,0.237,,0.227,,0.216,,0.205,,0.178,,0.16,,0.138,,0.113
15,United Kingdom,0.237, a,0.215,,0.206,,0.183,,0.176,,0.172,,0.167,,0.161,,0.146,,0.138,,0.128,,0.119
15,United States,0.305, a,..,,0.263,,0.254,,0.25,,0.24,,0.235,,0.225,,0.219,,0.211,,0.202,,0.182
57,Uruguay,0.438, a,0.389,,0.375,,0.327,,0.326,,0.321,,0.323,,0.32,,0.288,,0.286,,0.276,,0.275
108,Uzbekistan,..,,..,,..,,..,,..,,..,,0.287,,0.291,,0.303,,0.303,,0.303,,0.303
96,Venezuela (Bolivarian Republic of),0.537, a,..,,0.475,,0.475,,0.474,,0.473,,0.472,,0.471,,0.47,,0.481,,0.459,,0.458
118,Viet Nam,0.382, a,0.347,,0.317,,0.324,,0.328,,0.329,,0.329,,0.33,,0.333,,0.323,,0.318,,0.314
177,Yemen,..,,0.818,,0.813,,0.821,,0.823,,0.826,,0.829,,0.831,,0.841,,0.837,,0.835,,0.834
143,Zambia,0.644, a,0.653,,0.62,,0.587,,0.592,,0.588,,0.585,,0.584,,0.571,,0.548,,0.543,,0.54
150,Zimbabwe,0.595, a,0.627,,0.588,,0.578,,0.572,,0.567,,0.53,,0.534,,0.54,,0.535,,0.528,,0.525
36,Andorra,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
74,Antigua and Barbuda,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
156,Comoros,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
171,Djibouti,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
98,Dominica,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
182,Eritrea,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
135,Micronesia (Federated States of),..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
174,Guinea,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
178,Guinea-Bissau,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
144,Equatorial Guinea,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
78,Grenada,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
4,"Hong Kong, China (SAR)",..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
132,Kiribati,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
73,Saint Kitts and Nevis,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
18,Liechtenstein,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
162,Madagascar,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
117,Marshall Islands,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
158,Nigeria,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
55,Palau,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
119,"Palestine, State of",..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
153,Solomon Islands,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
186,South Sudan,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
62,Seychelles,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
108,Turkmenistan,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
131,Timor-Leste,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
94,Saint Vincent and the Grenadines,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
141,Vanuatu,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
,Human Development, ,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
 ,Very high human development,0.33,,0.29,,0.256,,0.228,,0.22,,0.214,,0.206,,0.201,,0.196,,0.189,,0.181,,0.175
 ,Medium human development,0.674,,..,,0.597,,0.562,,0.557,,0.55,,0.544,,0.533,,0.522,,0.514,,0.507,,0.501
 ,High human development,..,,0.422,,0.389,,0.364,,0.359,,0.354,,0.344,,0.34,,0.337,,0.335,,0.334,,0.331
 ,Low human development,..,,..,,0.643,,0.625,,0.616,,0.614,,0.605,,0.606,,0.598,,0.594,,0.591,,0.59
 ,Developing Countries,..,,0.555,,0.524,,0.501,,0.496,,0.491,,0.485,,0.48,,0.475,,0.472,,0.469,,0.466
,Regions, ,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..
 ,Arab States,0.684,,0.662,,0.615,,0.577,,0.572,,0.562,,0.55,,0.547,,0.54,,0.535,,0.534,,0.531
 ,Europe and Central Asia,0.488,,0.444,,0.381,,0.319,,0.311,,0.301,,0.296,,0.292,,0.29,,0.284,,0.279,,0.276
 ,Latin America and the Caribbean,0.51,,0.486,,0.45,,0.429,,0.424,,0.417,,0.408,,0.402,,0.397,,0.393,,0.389,,0.383
 ,South Asia,0.704,,..,,0.612,,0.572,,0.567,,0.562,,0.566,,0.546,,0.538,,0.529,,0.518,,0.515
 ,East Asia and the Pacific,..,,0.376,,0.348,,0.331,,0.33,,0.327,,0.32,,0.318,,0.313,,0.312,,0.312,,0.31
 ,Sub-Saharan Africa,..,,..,,0.619,,0.601,,0.593,,0.592,,0.584,,0.584,,0.579,,0.576,,0.573,,0.572
 ,Least Developed Countries,..,,..,,0.622,,0.596,,0.589,,0.584,,0.579,,0.576,,0.567,,0.566,,0.563,,0.561
 ,Small Island Developing States,..,,..,,..,,0.474,,0.472,,0.466,,0.465,,0.463,,0.459,,0.457,,0.456,,0.452
 ,Organization for Economic Co-operation and Development,0.314,,0.291,,0.26,,0.234,,0.226,,0.22,,0.213,,0.207,,0.201,,0.195,,0.189,,0.182
 ,World,0.547,,0.521,,0.493,,0.473,,0.467,,0.463,,0.457,,0.454,,0.449,,0.446,,0.442,,0.439
a: Uses 'Share of seats in parliament' that refers to 1997.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: October 22, 2019",,,,,,,,,,,,,,,,,,,,,,,,
