"iso3c","variablename","year","value"
"THA","ARMY",2013,1.798
"TLS","ARMY",2013,1.128
"TGO","ARMY",2013,1.218
"TTO","ARMY",2013,1.45
"TUN","ARMY",2013,1.512
"TUR","ARMY",2013,2.04
"TKM","ARMY",2013,1.662
"UGA","ARMY",2013,1.192
"UKR","ARMY",2013,1.435
"ARE","ARMY",2013,2.037
"GBR","ARMY",2013,1.4
"USA","ARMY",2013,1.735
"URY","ARMY",2013,2.124
"UZB","ARMY",2013,1.251
"VEN","ARMY",2013,1.592
"VNM","ARMY",2013,1.819
"YEM","ARMY",2013,1.401
"ZMB","ARMY",2013,1.164
"ZWE","ARMY",2013,1.35
"AFG","ARMY",2012,1.884
"ALB","ARMY",2012,1.668
"DZA","ARMY",2012,1.544
"AGO","ARMY",2012,1.829
"ARG","ARMY",2012,1.271
"ARM","ARMY",2012,3.411
"AUS","ARMY",2012,1.385
"AUT","ARMY",2012,1.469
"AZE","ARMY",2012,2.118
"BHR","ARMY",2012,1.955
"BGD","ARMY",2012,1.143
"BLR","ARMY",2012,2.174
"BEL","ARMY",2012,1.486
"BEN","ARMY",2012,1.084
"BTN","ARMY",2012,1.211
"BOL","ARMY",2012,1.686
"BIH","ARMY",2012,1.444
"BWA","ARMY",2012,1.684
"BRA","ARMY",2012,1.251
"BGR","ARMY",2012,1.641
"BFA","ARMY",2012,1.099
"BDI","ARMY",2012,1.355
"KHM","ARMY",2012,2.231
"CMR","ARMY",2012,1.104
"CAN","ARMY",2012,1.292
"CAF","ARMY",2012,1.068
"TCD","ARMY",2012,1.33
"CHL","ARMY",2012,1.52
"CHN","ARMY",2012,1.263
"COL","ARMY",2012,1.905
"COG","ARMY",2012,1.367
"CRI","ARMY",2012,1
"CIV","ARMY",2012,1.117
"HRV","ARMY",2012,1.644
"CUB","ARMY",2012,1.663
"CYP","ARMY",2012,3.227
"CZE","ARMY",2012,1.361
"COD","ARMY",2012,1.347
"DNK","ARMY",2012,1.517
"DJI","ARMY",2012,2.678
"DOM","ARMY",2012,1.39
"ECU","ARMY",2012,1.612
"EGY","ARMY",2012,1.775
"SLV","ARMY",2012,1.391
"GNQ","ARMY",2012,1.211
"ERI","ARMY",2012,5
"EST","ARMY",2012,1.683
"ETH","ARMY",2012,1.275
"FIN","ARMY",2012,1.623
"FRA","ARMY",2012,1.574
"GAB","ARMY",2012,1.497
"GMB","ARMY",2012,1.086
"GEO","ARMY",2012,1.719
"DEU","ARMY",2012,1.467
"GHA","ARMY",2012,1.098
"GRC","ARMY",2012,2.968
"GTM","ARMY",2012,1.155
"GIN","ARMY",2012,1.179
"GNB","ARMY",2012,1.362
"GUY","ARMY",2012,1.201
"HTI","ARMY",2012,1
"HND","ARMY",2012,1.235
"HUN","ARMY",2012,1.35
"ISL","ARMY",2012,1
"IND","ARMY",2012,1.168
"IDN","ARMY",2012,1.187
"IRN","ARMY",2012,2.047
"IRQ","ARMY",2012,2.28
"IRL","ARMY",2012,1.367
"ISR","ARMY",2012,5
"ITA","ARMY",2012,1.463
"JAM","ARMY",2012,1.167
"JPN","ARMY",2012,1.298
"JOR","ARMY",2012,3.329
"KAZ","ARMY",2012,1.454
"KEN","ARMY",2012,1.088
"KSV","ARMY",2012,1
"KWT","ARMY",2012,1.655
"KGZ","ARMY",2012,1.302
"LAO","ARMY",2012,1.672
"LVA","ARMY",2012,1.341
"LBN","ARMY",2012,3.088
"LSO","ARMY",2012,1.139
"LBR","ARMY",2012,1.074
"LBY","ARMY",2012,2.731
"LTU","ARMY",2012,1.515
"MKD","ARMY",2012,1.59
"MDG","ARMY",2012,1.1
"MWI","ARMY",2012,1.047
"MYS","ARMY",2012,1.579
"MLI","ARMY",2012,1.067
"MRT","ARMY",2012,1.687
"MUS","ARMY",2012,1
"MEX","ARMY",2012,1.374
"MDA","ARMY",2012,1.214
"MNG","ARMY",2012,1.556
"MNE","ARMY",2012,1.736
"MAR","ARMY",2012,1.91
"MOZ","ARMY",2012,1.07
"MMR","ARMY",2012,2.212
"NAM","ARMY",2012,1.608
"NPL","ARMY",2012,1.48
"NLD","ARMY",2012,1.338
"NZL","ARMY",2012,1.343
"NIC","ARMY",2012,1.27
"NER","ARMY",2012,1.047
"NGA","ARMY",2012,1.078
"PRK","ARMY",2012,5
"NOR","ARMY",2012,1.734
"OMN","ARMY",2012,2.962
"PAK","ARMY",2012,1.517
"PAN","ARMY",2012,1
"PNG","ARMY",2012,1.065
"PRY","ARMY",2012,1.254
"PER","ARMY",2012,1.576
"PHL","ARMY",2012,1.187
"POL","ARMY",2012,1.398
"PRT","ARMY",2012,1.614
"QAT","ARMY",2012,2.005
"ROU","ARMY",2012,1.525
"RUS","ARMY",2012,2.027
"RWA","ARMY",2012,1.459
"SAU","ARMY",2012,2.27
"SEN","ARMY",2012,1.161
"SRB","ARMY",2012,1.607
"SLE","ARMY",2012,1.279
"SGP","ARMY",2012,3.134
"SVK","ARMY",2012,1.447
"SVN","ARMY",2012,1.593
"SOM","ARMY",2012,1.032
"ZAF","ARMY",2012,1.192
"KOR","ARMY",2012,3.006
"SSD","ARMY",2012,4.097
"ESP","ARMY",2012,1.471
"LKA","ARMY",2012,2.188
"SDN","ARMY",2012,1.375
"SWZ","ARMY",2012,1.379
"SWE","ARMY",2012,1.321
"CHE","ARMY",2012,1.479
"SYR","ARMY",2012,2.953
"TWN","ARMY",2012,2.897
"TJK","ARMY",2012,1.176
"TZA","ARMY",2012,1.089
"THA","ARMY",2012,1.682
"TLS","ARMY",2012,1.128
"TGO","ARMY",2012,1.218
"TTO","ARMY",2012,1.452
"TUN","ARMY",2012,1.522
"TUR","ARMY",2012,2.05
"TKM","ARMY",2012,1.668
"UGA","ARMY",2012,1.196
"UKR","ARMY",2012,1.434
"ARE","ARMY",2012,2.094
"GBR","ARMY",2012,1.422
"USA","ARMY",2012,1.762
"URY","ARMY",2012,2.128
"UZB","ARMY",2012,1.352
"VEN","ARMY",2012,1.601
"VNM","ARMY",2012,1.827
"YEM","ARMY",2012,1.408
"ZMB","ARMY",2012,1.171
"ZWE","ARMY",2012,1.35
"AFG","ARMY",2011,1.668
"ALB","ARMY",2011,1.668
"DZA","ARMY",2011,1.616
"AGO","ARMY",2011,1.834
"ARG","ARMY",2011,1.271
"ARM","ARMY",2011,3.419
"AUS","ARMY",2011,1.385
"AUT","ARMY",2011,1.468
"AZE","ARMY",2011,2.117
"BHR","ARMY",2011,1.938
"BGD","ARMY",2011,1.143
"BLR","ARMY",2011,2.183
"BEL","ARMY",2011,1.543
"BEN","ARMY",2011,1.086
"BTN","ARMY",2011,1
"BOL","ARMY",2011,1.684
"BIH","ARMY",2011,1.443
"BWA","ARMY",2011,1.684
"BRA","ARMY",2011,1.248
"BGR","ARMY",2011,1.637
"BFA","ARMY",2011,1.099
"BDI","ARMY",2011,1.349
"KHM","ARMY",2011,2.231
"CMR","ARMY",2011,1.103
"CAN","ARMY",2011,1.292
"CAF","ARMY",2011,1.066
"TCD","ARMY",2011,1.334
"CHL","ARMY",2011,1.52
"CHN","ARMY",2011,1.263
"COL","ARMY",2011,1.905
"COG","ARMY",2011,1.396
"CRI","ARMY",2011,1
"CIV","ARMY",2011,1.117
"HRV","ARMY",2011,1.644
"CUB","ARMY",2011,1.663
"CYP","ARMY",2011,2.851
"CZE","ARMY",2011,1.343
"COD","ARMY",2011,1.346
"DNK","ARMY",2011,1.518
"DJI","ARMY",2011,2.71
"DOM","ARMY",2011,1.389
"ECU","ARMY",2011,1.612
"EGY","ARMY",2011,1.827
"SLV","ARMY",2011,1.391
"GNQ","ARMY",2011,1.214
"ERI","ARMY",2011,5
"EST","ARMY",2011,1.569
"ETH","ARMY",2011,1.275
"FIN","ARMY",2011,1.623
"FRA","ARMY",2011,1.574
"GAB","ARMY",2011,1.498
"GMB","ARMY",2011,1.085
"GEO","ARMY",2011,1.727
"DEU","ARMY",2011,1.46
"GHA","ARMY",2011,1.098
"GRC","ARMY",2011,2.921
"GTM","ARMY",2011,1.155
"GIN","ARMY",2011,1
"GNB","ARMY",2011,1.369
"GUY","ARMY",2011,1.2
"HTI","ARMY",2011,1
"HND","ARMY",2011,1.235
"HUN","ARMY",2011,1.463
"ISL","ARMY",2011,1
"IND","ARMY",2011,1.168
"IDN","ARMY",2011,1.187
"IRN","ARMY",2011,2.047
"IRQ","ARMY",2011,2.165
"IRL","ARMY",2011,1.367
"ISR","ARMY",2011,5
"ITA","ARMY",2011,1.467
"JAM","ARMY",2011,1.167
"JPN","ARMY",2011,1.298
"JOR","ARMY",2011,3.359
"KAZ","ARMY",2011,1.449
"KEN","ARMY",2011,1.087
"KSV","ARMY",2011,1
"KWT","ARMY",2011,1.664
"KGZ","ARMY",2011,1.304
"LAO","ARMY",2011,1.675
"LVA","ARMY",2011,1.408
"LBN","ARMY",2011,3.088
"LSO","ARMY",2011,1.14
"LBR","ARMY",2011,1.072
"LBY","ARMY",2011,2.731
"LTU","ARMY",2011,1.505
"MKD","ARMY",2011,1.59
"MDG","ARMY",2011,1.103
"MWI","ARMY",2011,1.047
"MYS","ARMY",2011,1.579
"MLI","ARMY",2011,1.078
"MRT","ARMY",2011,1.707
"MUS","ARMY",2011,1
"MEX","ARMY",2011,1.374
"MDA","ARMY",2011,1.214
"MNG","ARMY",2011,1.557
"MNE","ARMY",2011,1.717
"MAR","ARMY",2011,1.911
"MOZ","ARMY",2011,1.07
"MMR","ARMY",2011,2.214
"NAM","ARMY",2011,1.608
"NPL","ARMY",2011,1.48
"NLD","ARMY",2011,1.338
"NZL","ARMY",2011,1.343
"NIC","ARMY",2011,1.27
"NER","ARMY",2011,1.046
"NGA","ARMY",2011,1.078
"PRK","ARMY",2011,5
"NOR","ARMY",2011,1.795
"OMN","ARMY",2011,2.908
"PAK","ARMY",2011,1.495
"PAN","ARMY",2011,1
"PNG","ARMY",2011,1.064
"PRY","ARMY",2011,1.254
"PER","ARMY",2011,1.576
"PHL","ARMY",2011,1.187
"POL","ARMY",2011,1.399
"PRT","ARMY",2011,1.614
"QAT","ARMY",2011,1.995
"ROU","ARMY",2011,1.511
"RUS","ARMY",2011,2.124
"RWA","ARMY",2011,1.475
"SAU","ARMY",2011,2.277
"SEN","ARMY",2011,1.161
"SRB","ARMY",2011,1.608
"SLE","ARMY",2011,1.28
"SGP","ARMY",2011,3.134
"SVK","ARMY",2011,1.475
"SVN","ARMY",2011,1.606
"SOM","ARMY",2011,1.031
"ZAF","ARMY",2011,1.192
"KOR","ARMY",2011,3.006
"SSD","ARMY",2011,4.097
"ESP","ARMY",2011,1.468
"LKA","ARMY",2011,2.188
"SDN","ARMY",2011,1.375
"SWZ","ARMY",2011,1
"SWE","ARMY",2011,1.337
"CHE","ARMY",2011,1.502
"SYR","ARMY",2011,2.942
"TWN","ARMY",2011,2.897
"TJK","ARMY",2011,1.174
"TZA","ARMY",2011,1.088
"THA","ARMY",2011,1.682
"TLS","ARMY",2011,1.128
"TGO","ARMY",2011,1.218
"TTO","ARMY",2011,1.451
"TUN","ARMY",2011,1.522
"TUR","ARMY",2011,2.05
"TKM","ARMY",2011,1.668
"UGA","ARMY",2011,1.196
"UKR","ARMY",2011,1.436
"ARE","ARMY",2011,2.106
"GBR","ARMY",2011,1.432
"USA","ARMY",2011,1.761
"URY","ARMY",2011,2.128
"UZB","ARMY",2011,1.352
"VEN","ARMY",2011,1.601
"VNM","ARMY",2011,1.78
"YEM","ARMY",2011,1.408
"ZMB","ARMY",2011,1.169
"ZWE","ARMY",2011,1.35
"AFG","ARMY",2010,1.297
"ALB","ARMY",2010,1.663
"DZA","ARMY",2010,1.662
"AGO","ARMY",2010,1.938
"ARG","ARMY",2010,1.291
"ARM","ARMY",2010,3.312
"AUS","ARMY",2010,1.406
"AUT","ARMY",2010,1.637
"AZE","ARMY",2010,2.169
"BHR","ARMY",2010,2.078
"BGD","ARMY",2010,1.148
"BLR","ARMY",2010,2.151
"BEL","ARMY",2010,1.559
"BEN","ARMY",2010,1.086
"BTN","ARMY",2010,2.09
"BOL","ARMY",2010,1.721
"BIH","ARMY",2010,1.347
"BWA","ARMY",2010,1.72
"BRA","ARMY",2010,1.258
"BGR","ARMY",2010,1.829
"BFA","ARMY",2010,1.11
"BDI","ARMY",2010,1.346
"KHM","ARMY",2010,2.283
"CMR","ARMY",2010,1.112
"CAN","ARMY",2010,1.293
"CAF","ARMY",2010,1.105
"TCD","ARMY",2010,1.342
"CHL","ARMY",2010,1.553
"CHN","ARMY",2010,1.251
"COL","ARMY",2010,1.853
"COG","ARMY",2010,1.392
"CRI","ARMY",2010,1
"CIV","ARMY",2010,1.132
"HRV","ARMY",2010,1.643
"CUB","ARMY",2010,1.663
"CYP","ARMY",2010,2.908
"CZE","ARMY",2010,1.357
"COD","ARMY",2010,1.366
"DNK","ARMY",2010,1.832
"DJI","ARMY",2010,2.71
"DOM","ARMY",2010,1.803
"ECU","ARMY",2010,1.639
"EGY","ARMY",2010,1.965
"SLV","ARMY",2010,1.35
"GNQ","ARMY",2010,1.292
"ERI","ARMY",2010,5
"EST","ARMY",2010,1.567
"ETH","ARMY",2010,1.288
"FIN","ARMY",2010,1.833
"FRA","ARMY",2010,1.613
"GAB","ARMY",2010,1.563
"GMB","ARMY",2010,1.089
"GEO","ARMY",2010,1.726
"DEU","ARMY",2010,1.448
"GHA","ARMY",2010,1.089
"GRC","ARMY",2010,3.172
"GTM","ARMY",2010,1.178
"GIN","ARMY",2010,1
"GNB","ARMY",2010,1.369
"GUY","ARMY",2010,1.205
"HTI","ARMY",2010,1
"HND","ARMY",2010,1.252
"HUN","ARMY",2010,1.383
"ISL","ARMY",2010,1
"IND","ARMY",2010,1.17
"IDN","ARMY",2010,1.193
"IRN","ARMY",2010,2.103
"IRQ","ARMY",2010,3.981
"IRL","ARMY",2010,1.352
"ISR","ARMY",2010,5
"ITA","ARMY",2010,1.486
"JAM","ARMY",2010,1.169
"JPN","ARMY",2010,1.275
"JOR","ARMY",2010,3.521
"KAZ","ARMY",2010,1.472
"KEN","ARMY",2010,1.095
"KSV","ARMY",2010,1
"KWT","ARMY",2010,1.679
"KGZ","ARMY",2010,1.304
"LAO","ARMY",2010,1.74
"LVA","ARMY",2010,1.335
"LBN","ARMY",2010,3.054
"LSO","ARMY",2010,1.14
"LBR","ARMY",2010,1.077
"LBY","ARMY",2010,2.839
"LTU","ARMY",2010,1.407
"MKD","ARMY",2010,1.812
"MDG","ARMY",2010,1.105
"MWI","ARMY",2010,1.053
"MYS","ARMY",2010,1.598
"MLI","ARMY",2010,1.086
"MRT","ARMY",2010,1.779
"MUS","ARMY",2010,1
"MEX","ARMY",2010,1.353
"MDA","ARMY",2010,1.255
"MNG","ARMY",2010,1.578
"MNE","ARMY",2010,1.724
"MAR","ARMY",2010,1.944
"MOZ","ARMY",2010,1.077
"MMR","ARMY",2010,2.254
"NAM","ARMY",2010,1.655
"NPL","ARMY",2010,1.372
"NLD","ARMY",2010,1.38
"NZL","ARMY",2010,1.319
"NIC","ARMY",2010,1.292
"NER","ARMY",2010,1.046
"NGA","ARMY",2010,1.083
"PRK","ARMY",2010,5
"NOR","ARMY",2010,1.602
"OMN","ARMY",2010,3.275
"PAK","ARMY",2010,1.564
"PAN","ARMY",2010,1
"PNG","ARMY",2010,1.071
"PRY","ARMY",2010,1.268
"PER","ARMY",2010,1.596
"PHL","ARMY",2010,1.174
"POL","ARMY",2010,1.487
"PRT","ARMY",2010,1.615
"QAT","ARMY",2010,2.169
"ROU","ARMY",2010,1.517
"RUS","ARMY",2010,2.101
"RWA","ARMY",2010,1.505
"SAU","ARMY",2010,2.349
"SEN","ARMY",2010,1.168
"SRB","ARMY",2010,1.495
"SLE","ARMY",2010,1.293
"SGP","ARMY",2010,3.439
"SVK","ARMY",2010,1.473
"SVN","ARMY",2010,1.529
"SOM","ARMY",2010,1.035
"ZAF","ARMY",2010,1.197
"KOR","ARMY",2010,3.122
"SSD","ARMY",2010,4.097
"ESP","ARMY",2010,1.499
"LKA","ARMY",2010,2.184
"SDN","ARMY",2010,1.42
"SWZ","ARMY",2010,1
"SWE","ARMY",2010,1.28
"CHE","ARMY",2010,1.454
"SYR","ARMY",2010,3.176
"TWN","ARMY",2010,2.942
"TJK","ARMY",2010,1.174
"TZA","ARMY",2010,1.102
"THA","ARMY",2010,1.697
"TLS","ARMY",2010,1.128
"TGO","ARMY",2010,1.218
"TTO","ARMY",2010,1.456
"TUN","ARMY",2010,1.524
"TUR","ARMY",2010,2.081
"TKM","ARMY",2010,1.692
"UGA","ARMY",2010,1.214
"UKR","ARMY",2010,1.43
"ARE","ARMY",2010,2.377
"GBR","ARMY",2010,1.396
"USA","ARMY",2010,1.771
"URY","ARMY",2010,2.14
"UZB","ARMY",2010,1.374
"VEN","ARMY",2010,1.631
"VNM","ARMY",2010,1.803
"YEM","ARMY",2010,1.442
"ZMB","ARMY",2010,1.188
"ZWE","ARMY",2010,1.332
"AFG","ARMY",2009,1.297
"ALB","ARMY",2009,1.663
"DZA","ARMY",2009,1.662
"AGO","ARMY",2009,1.938
"ARG","ARMY",2009,1.291
"ARM","ARMY",2009,3.312
"AUS","ARMY",2009,1.406
"AUT","ARMY",2009,1.637
"AZE","ARMY",2009,2.169
"BHR","ARMY",2009,2.078
"BGD","ARMY",2009,1.148
"BLR","ARMY",2009,2.151
"BEL","ARMY",2009,1.559
"BEN","ARMY",2009,1.086
"BTN","ARMY",2009,1
"BOL","ARMY",2009,1.721
"BIH","ARMY",2009,1.347
"BWA","ARMY",2009,1.72
"BRA","ARMY",2009,1.258
"BGR","ARMY",2009,1.829
"BFA","ARMY",2009,1.11
"BDI","ARMY",2009,1.346
"KHM","ARMY",2009,2.283
"CMR","ARMY",2009,1.112
"CAN","ARMY",2009,1.293
"CAF","ARMY",2009,1.105
"TCD","ARMY",2009,1.342
"CHL","ARMY",2009,1.553
"CHN","ARMY",2009,1.251
"COL","ARMY",2009,1.853
"COG","ARMY",2009,1.392
"CRI","ARMY",2009,1
"CIV","ARMY",2009,1.132
"HRV","ARMY",2009,1.643
"CUB","ARMY",2009,1.663
"CYP","ARMY",2009,2.908
"CZE","ARMY",2009,1.357
"COD","ARMY",2009,1.366
"DNK","ARMY",2009,1.832
"DJI","ARMY",2009,2.71
"DOM","ARMY",2009,1.803
"ECU","ARMY",2009,1.639
"EGY","ARMY",2009,1.965
"SLV","ARMY",2009,1.35
"GNQ","ARMY",2009,1.292
"ERI","ARMY",2009,5
"EST","ARMY",2009,1.567
"ETH","ARMY",2009,1.288
"FIN","ARMY",2009,1.833
"FRA","ARMY",2009,1.613
"GAB","ARMY",2009,1.563
"GMB","ARMY",2009,1.089
"GEO","ARMY",2009,1.726
"DEU","ARMY",2009,1.448
"GHA","ARMY",2009,1.089
"GRC","ARMY",2009,3.172
"GTM","ARMY",2009,1.178
"GIN","ARMY",2009,1
"GNB","ARMY",2009,1.369
"GUY","ARMY",2009,1.205
"HTI","ARMY",2009,1
"HND","ARMY",2009,1.252
"HUN","ARMY",2009,1.383
"ISL","ARMY",2009,1
"IND","ARMY",2009,1.17
"IDN","ARMY",2009,1.193
"IRN","ARMY",2009,2.103
"IRQ","ARMY",2009,3.981
"IRL","ARMY",2009,1.352
"ISR","ARMY",2009,5
"ITA","ARMY",2009,1.486
"JAM","ARMY",2009,1.169
"JPN","ARMY",2009,1.275
"JOR","ARMY",2009,3.521
"KAZ","ARMY",2009,1.472
"KEN","ARMY",2009,1.095
"KSV","ARMY",2009,1
"KWT","ARMY",2009,1.679
"KGZ","ARMY",2009,1.304
"LAO","ARMY",2009,1.74
"LVA","ARMY",2009,1.335
"LBN","ARMY",2009,3.054
"LSO","ARMY",2009,1.14
"LBR","ARMY",2009,1.077
"LBY","ARMY",2009,2.839
"LTU","ARMY",2009,1.407
"MKD","ARMY",2009,1.812
"MDG","ARMY",2009,1.105
"MWI","ARMY",2009,1.053
"MYS","ARMY",2009,1.598
"MLI","ARMY",2009,1.086
"MRT","ARMY",2009,1.779
"MUS","ARMY",2009,1
"MEX","ARMY",2009,1.353
"MDA","ARMY",2009,1.255
"MNG","ARMY",2009,1.578
"MNE","ARMY",2009,2.226
"MAR","ARMY",2009,1.944
"MOZ","ARMY",2009,1.077
"MMR","ARMY",2009,2.254
"NAM","ARMY",2009,1.655
"NPL","ARMY",2009,1.372
"NLD","ARMY",2009,1.38
"NZL","ARMY",2009,1.319
"NIC","ARMY",2009,1.292
"NER","ARMY",2009,1.046
"NGA","ARMY",2009,1.083
"PRK","ARMY",2009,5
"NOR","ARMY",2009,1.602
"OMN","ARMY",2009,3.275
"PAK","ARMY",2009,1.564
"PAN","ARMY",2009,1
"PNG","ARMY",2009,1.071
"PRY","ARMY",2009,1.268
"PER","ARMY",2009,1.596
"PHL","ARMY",2009,1.174
"POL","ARMY",2009,1.487
"PRT","ARMY",2009,1.615
"QAT","ARMY",2009,2.169
"ROU","ARMY",2009,1.517
"RUS","ARMY",2009,2.101
"RWA","ARMY",2009,1.505
"SAU","ARMY",2009,2.349
"SEN","ARMY",2009,1.168
"SRB","ARMY",2009,1.495
"SLE","ARMY",2009,1.293
"SGP","ARMY",2009,3.439
"SVK","ARMY",2009,1.473
"SVN","ARMY",2009,1.529
"SOM","ARMY",2009,1.035
"ZAF","ARMY",2009,1.197
"KOR","ARMY",2009,3.122
"SSD","ARMY",2009,4.097
"ESP","ARMY",2009,1.499
"LKA","ARMY",2009,2.184
"SDN","ARMY",2009,1.42
"SWZ","ARMY",2009,1
"SWE","ARMY",2009,1.28
"CHE","ARMY",2009,1.454
"SYR","ARMY",2009,3.176
"TWN","ARMY",2009,2.942
"TJK","ARMY",2009,1.174
"TZA","ARMY",2009,1.102
"THA","ARMY",2009,1.697
"TLS","ARMY",2009,1.128
"TGO","ARMY",2009,1.218
"TTO","ARMY",2009,1.456
"TUN","ARMY",2009,1.524
"TUR","ARMY",2009,2.081
"TKM","ARMY",2009,1.692
"UGA","ARMY",2009,1.214
"UKR","ARMY",2009,1.43
"ARE","ARMY",2009,2.377
"GBR","ARMY",2009,1.396
"USA","ARMY",2009,1.771
"URY","ARMY",2009,2.14
"UZB","ARMY",2009,1.374
"VEN","ARMY",2009,1.631
"VNM","ARMY",2009,1.803
"YEM","ARMY",2009,1.442
"ZMB","ARMY",2009,1.188
"ZWE","ARMY",2009,1.332
"AFG","ARMY",2008,1.245
"ALB","ARMY",2008,1.529
"DZA","ARMY",2008,1.654
"AGO","ARMY",2008,2.006
"ARG","ARMY",2008,1.288
"ARM","ARMY",2008,3.312
"AUS","ARMY",2008,1.39
"AUT","ARMY",2008,1.735
"AZE","ARMY",2008,2.198
"BHR","ARMY",2008,2.984
"BGD","ARMY",2008,1.141
"BLR","ARMY",2008,2.142
"BEL","ARMY",2008,1.574
"BEN","ARMY",2008,1.086
"BTN","ARMY",2008,1.101
"BOL","ARMY",2008,1.648
"BIH","ARMY",2008,1.408
"BWA","ARMY",2008,1.759
"BRA","ARMY",2008,1.268
"BGR","ARMY",2008,1.911
"BFA","ARMY",2008,1.114
"BDI","ARMY",2008,1.346
"KHM","ARMY",2008,2.335
"CMR","ARMY",2008,1.166
"CAN","ARMY",2008,1.295
"CAF","ARMY",2008,1.119
"TCD","ARMY",2008,1.368
"CHL","ARMY",2008,1.665
"CHN","ARMY",2008,1.253
"COL","ARMY",2008,1.763
"COG","ARMY",2008,1.412
"CRI","ARMY",2008,1
"CIV","ARMY",2008,1.14
"HRV","ARMY",2008,1.645
"CUB","ARMY",2008,1.663
"CYP","ARMY",2008,2.968
"CZE","ARMY",2008,1.335
"COD","ARMY",2008,1.355
"DNK","ARMY",2008,1.715
"DJI","ARMY",2008,2.71
"DOM","ARMY",2008,1.626
"ECU","ARMY",2008,1.594
"EGY","ARMY",2008,1.962
"SLV","ARMY",2008,1.353
"GNQ","ARMY",2008,1.353
"ERI","ARMY",2008,5
"EST","ARMY",2008,1.514
"ETH","ARMY",2008,1.309
"FIN","ARMY",2008,1.834
"FRA","ARMY",2008,1.638
"GAB","ARMY",2008,1.548
"GMB","ARMY",2008,1.089
"GEO","ARMY",2008,1.726
"DEU","ARMY",2008,1.489
"GHA","ARMY",2008,1.069
"GRC","ARMY",2008,3.22
"GTM","ARMY",2008,1.265
"GIN","ARMY",2008,1
"GNB","ARMY",2008,1.369
"GUY","ARMY",2008,1.205
"HTI","ARMY",2008,1
"HND","ARMY",2008,1.258
"HUN","ARMY",2008,1.489
"ISL","ARMY",2008,1
"IND","ARMY",2008,1.183
"IDN","ARMY",2008,1.194
"IRN","ARMY",2008,2.186
"IRQ","ARMY",2008,2.918
"IRL","ARMY",2008,1.37
"ISR","ARMY",2008,5
"ITA","ARMY",2008,1.493
"JAM","ARMY",2008,1.166
"JPN","ARMY",2008,1.298
"JOR","ARMY",2008,3.661
"KAZ","ARMY",2008,1.572
"KEN","ARMY",2008,1.103
"KSV","ARMY",2008,1
"KWT","ARMY",2008,1.777
"KGZ","ARMY",2008,1.304
"LAO","ARMY",2008,1.768
"LVA","ARMY",2008,1.353
"LBN","ARMY",2008,3.577
"LSO","ARMY",2008,1.14
"LBR","ARMY",2008,1.077
"LBY","ARMY",2008,2.944
"LTU","ARMY",2008,1.62
"MKD","ARMY",2008,1.814
"MDG","ARMY",2008,1.111
"MWI","ARMY",2008,1.059
"MYS","ARMY",2008,1.631
"MLI","ARMY",2008,1.083
"MRT","ARMY",2008,1.786
"MUS","ARMY",2008,1
"MEX","ARMY",2008,1.314
"MDA","ARMY",2008,1.308
"MNG","ARMY",2008,1.512
"MNE","ARMY",2008,2.226
"MAR","ARMY",2008,1.968
"MOZ","ARMY",2008,1.083
"MMR","ARMY",2008,2.204
"NAM","ARMY",2008,1.678
"NPL","ARMY",2008,1.372
"NLD","ARMY",2008,1.458
"NZL","ARMY",2008,1.332
"NIC","ARMY",2008,1.364
"NER","ARMY",2008,1.046
"NGA","ARMY",2008,1.085
"PRK","ARMY",2008,5
"NOR","ARMY",2008,1.688
"OMN","ARMY",2008,3.52
"PAK","ARMY",2008,1.593
"PAN","ARMY",2008,1
"PNG","ARMY",2008,1.078
"PRY","ARMY",2008,1.258
"PER","ARMY",2008,1.523
"PHL","ARMY",2008,1.182
"POL","ARMY",2008,1.536
"PRT","ARMY",2008,1.634
"QAT","ARMY",2008,3.199
"ROU","ARMY",2008,1.602
"RUS","ARMY",2008,2.094
"RWA","ARMY",2008,1.53
"SAU","ARMY",2008,2.336
"SEN","ARMY",2008,1.177
"SRB","ARMY",2008,1.914
"SLE","ARMY",2008,1.293
"SGP","ARMY",2008,3.507
"SVK","ARMY",2008,1.518
"SVN","ARMY",2008,1.492
