"iso3c","variablename","year","value"
"SOM","ARMY",2008,1
"ZAF","ARMY",2008,1.2
"KOR","ARMY",2008,3.153
"SSD","ARMY",2008,4.097
"ESP","ARMY",2008,1.507
"LKA","ARMY",2008,2.004
"SDN","ARMY",2008,1.441
"SWZ","ARMY",2008,1
"SWE","ARMY",2008,1.435
"CHE","ARMY",2008,1.27
"SYR","ARMY",2008,3.377
"TWN","ARMY",2008,2.95
"TJK","ARMY",2008,1.174
"TZA","ARMY",2008,1.106
"THA","ARMY",2008,1.709
"TLS","ARMY",2008,1.128
"TGO","ARMY",2008,1.218
"TTO","ARMY",2008,1.328
"TUN","ARMY",2008,1.53
"TUR","ARMY",2008,2.057
"TKM","ARMY",2008,1.502
"UGA","ARMY",2008,1.233
"UKR","ARMY",2008,1.518
"ARE","ARMY",2008,2.623
"GBR","ARMY",2008,1.501
"USA","ARMY",2008,1.777
"URY","ARMY",2008,2.134
"UZB","ARMY",2008,1.351
"VEN","ARMY",2008,1.561
"VNM","ARMY",2008,1.82
"YEM","ARMY",2008,1.454
"ZMB","ARMY",2008,1.196
"ZWE","ARMY",2008,1.336
"AFG","POLI",2017,3.5
"ALB","POLI",2017,2.665
"DZA","POLI",2017,3.103
"AGO","POLI",2017,2.5
"ARG","POLI",2017,1.5
"ARM","POLI",2017,2.5
"AUS","POLI",2017,2.333
"AUT","POLI",2017,2.638
"AZE","POLI",2017,1.5
"BHR","POLI",2017,5
"BGD","POLI",2017,1.5
"BLR","POLI",2017,3.5
"BEL","POLI",2017,2.69
"BEN","POLI",2017,3.5
"BTN","POLI",2017,1.5
"BOL","POLI",2017,2.781
"BIH","POLI",2017,3.077
"BWA","POLI",2017,3.103
"BRA","POLI",2017,2.312
"BGR","POLI",2017,2.956
"BFA","POLI",2017,3.5
"BDI","POLI",2017,3.5
"KHM","POLI",2017,3.11
"CMR","POLI",2017,2.5
"CAN","POLI",2017,1.968
"CAF","POLI",2017,1.5
"TCD","POLI",2017,2.5
"CHL","POLI",2017,2.392
"CHN","POLI",2017,2.5
"COL","POLI",2017,2.559
"COG","POLI",2017,2.5
"CRI","POLI",2017,2.404
"CIV","POLI",2017,2.5
"HRV","POLI",2017,3.416
"CUB","POLI",2017,4.5
"CYP","POLI",2017,3.153
"CZE","POLI",2017,2.868
"COD","POLI",2017,1.5
"DNK","POLI",2017,1.938
"DJI","POLI",2017,4.5
"DOM","POLI",2017,2.69
"ECU","POLI",2017,2.371
"EGY","POLI",2017,4.5
"SLV","POLI",2017,2.882
"GNQ","POLI",2017,2.5
"ERI","POLI",2017,3.5
"EST","POLI",2017,2.553
"ETH","POLI",2017,1.5
"FIN","POLI",2017,1.7
"FRA","POLI",2017,2.443
"GAB","POLI",2017,3.5
"GMB","POLI",2017,2.5
"GEO","POLI",2017,2.193
"DEU","POLI",2017,2.521
"GHA","POLI",2017,2.5
"GRC","POLI",2017,3.358
"GTM","POLI",2017,1.963
"GIN","POLI",2017,1.294
"GNB","POLI",2017,2.5
"GUY","POLI",2017,3.1
"HTI","POLI",2017,2.5
"HND","POLI",2017,1.737
"HUN","POLI",2017,1.437
"ISL","POLI",2017,2.05
"IND","POLI",2017,1.677
"IDN","POLI",2017,1.809
"IRN","POLI",2017,3.5
"IRQ","POLI",2017,5
"IRL","POLI",2017,2.369
"ISR","POLI",2017,2.793
"ITA","POLI",2017,3.313
"JAM","POLI",2017,3.119
"JPN","POLI",2017,2.013
"JOR","POLI",2017,1.5
"KAZ","POLI",2017,2.177
"KEN","POLI",2017,1.437
"KSV","POLI",2017,3.053
"KWT","POLI",2017,5
"KGZ","POLI",2017,2.5
"LAO","POLI",2017,2.5
"LVA","POLI",2017,3.215
"LBN","POLI",2017,3.61
"LSO","POLI",2017,1.817
"LBR","POLI",2017,2.5
"LBY","POLI",2017,2.5
"LTU","POLI",2017,2.626
"MKD","POLI",2017,3.6
"MDG","POLI",2017,1.5
"MWI","POLI",2017,1.5
"MYS","POLI",2017,2.5
"MLI","POLI",2017,2.5
"MRT","POLI",2017,5
"MUS","POLI",2017,5
"MEX","POLI",2017,2.835
"MDA","POLI",2017,2.359
"MNG","POLI",2017,2.5
"MNE","POLI",2017,4.402
"MAR","POLI",2017,1.849
"MOZ","POLI",2017,2.5
"MMR","POLI",2017,1.5
"NAM","POLI",2017,3.5
"NPL","POLI",2017,2.5
"NLD","POLI",2017,2.525
"NZL","POLI",2017,1.983
"NIC","POLI",2017,1.837
"NER","POLI",2017,1.5
"NGA","POLI",2017,2.042
"PRK","POLI",2017,5
"NOR","POLI",2017,1.836
"OMN","POLI",2017,4.5
"PAK","POLI",2017,2.5
"PSE","POLI",2017,1.08
"PAN","POLI",2017,3.227
"PNG","POLI",2017,1.5
"PRY","POLI",2017,2.265
"PER","POLI",2017,2.615
"PHL","POLI",2017,1.765
"POL","POLI",2017,2.28
"PRT","POLI",2017,3.221
"QAT","POLI",2017,3.5
"ROU","POLI",2017,2.346
"RUS","POLI",2017,3.612
"RWA","POLI",2017,3.5
"SAU","POLI",2017,4.5
"SEN","POLI",2017,2.5
"SRB","POLI",2017,3.509
"SLE","POLI",2017,2.5
"SGP","POLI",2017,4.5
"SVK","POLI",2017,3.07
"SVN","POLI",2017,2.697
"SOM","POLI",2017,1.5
"ZAF","POLI",2017,2.5
"KOR","POLI",2017,2.039
"SSD","POLI",2017,2.5
"ESP","POLI",2017,3.631
"LKA","POLI",2017,3.5
"SDN","POLI",2017,4.5
"SWZ","POLI",2017,2.5
"SWE","POLI",2017,2.033
"CHE","POLI",2017,2.085
"SYR","POLI",2017,5
"TWN","POLI",2017,2.5
"TJK","POLI",2017,2.5
"TZA","POLI",2017,2.5
"THA","POLI",2017,2.544
"TLS","POLI",2017,1.5
"TGO","POLI",2017,1.5
"TTO","POLI",2017,3.385
"TUN","POLI",2017,2.5
"TUR","POLI",2017,3.525
"TKM","POLI",2017,3.5
"UGA","POLI",2017,1.596
"UKR","POLI",2017,2.919
"ARE","POLI",2017,4.5
"GBR","POLI",2017,2.172
"USA","POLI",2017,1.983
"URY","POLI",2017,4.545
"UZB","POLI",2017,3.5
"VEN","POLI",2017,2.5
"VNM","POLI",2017,3.5
"YEM","POLI",2017,5
"ZMB","POLI",2017,1.5
"ZWE","POLI",2017,3.5
"AFG","POLI",2016,3.5
"ALB","POLI",2016,2.494
"DZA","POLI",2016,3.457
"AGO","POLI",2016,2.5
"ARG","POLI",2016,1.5
"ARM","POLI",2016,2.5
"AUS","POLI",2016,2.313
"AUT","POLI",2016,2.635
"AZE","POLI",2016,1.5
"BHR","POLI",2016,5
"BGD","POLI",2016,1.5
"BLR","POLI",2016,3.5
"BEL","POLI",2016,2.711
"BEN","POLI",2016,3.5
"BTN","POLI",2016,1.5
"BOL","POLI",2016,2.739
"BIH","POLI",2016,3.146
"BWA","POLI",2016,3.212
"BRA","POLI",2016,2.338
"BGR","POLI",2016,2.854
"BFA","POLI",2016,3.5
"BDI","POLI",2016,2.5
"KHM","POLI",2016,3.11
"CMR","POLI",2016,2.5
"CAN","POLI",2016,1.985
"CAF","POLI",2016,1.5
"TCD","POLI",2016,2.5
"CHL","POLI",2016,2.343
"CHN","POLI",2016,2.5
"COL","POLI",2016,2.733
"COG","POLI",2016,2.5
"CRI","POLI",2016,2.356
"CIV","POLI",2016,2.5
"HRV","POLI",2016,3.418
"CUB","POLI",2016,4.5
"CYP","POLI",2016,3.199
"CZE","POLI",2016,2.811
"COD","POLI",2016,1.5
"DNK","POLI",2016,1.957
"DJI","POLI",2016,4.5
"DOM","POLI",2016,2.647
"ECU","POLI",2016,2.416
"EGY","POLI",2016,4.5
"SLV","POLI",2016,2.757
"GNQ","POLI",2016,2.5
"ERI","POLI",2016,3.5
"EST","POLI",2016,2.639
"ETH","POLI",2016,1.5
"FIN","POLI",2016,1.708
"FRA","POLI",2016,1.862
"GAB","POLI",2016,3.5
"GMB","POLI",2016,2.5
"GEO","POLI",2016,2.069
"DEU","POLI",2016,2.481
"GHA","POLI",2016,2.5
"GRC","POLI",2016,3.401
"GTM","POLI",2016,1.807
"GIN","POLI",2016,1.294
"GNB","POLI",2016,2.5
"GUY","POLI",2016,2.999
"HTI","POLI",2016,2.5
"HND","POLI",2016,1.715
"HUN","POLI",2016,1.421
"ISL","POLI",2016,2.037
"IND","POLI",2016,1.692
"IDN","POLI",2016,1.809
"IRN","POLI",2016,3.5
"IRQ","POLI",2016,5
"IRL","POLI",2016,2.467
"ISR","POLI",2016,2.799
"ITA","POLI",2016,3.267
"JAM","POLI",2016,2.97
"JPN","POLI",2016,2.011
"JOR","POLI",2016,2.5
"KAZ","POLI",2016,2.224
"KEN","POLI",2016,1.475
"KSV","POLI",2016,2.982
"KWT","POLI",2016,5
"KGZ","POLI",2016,2.5
"LAO","POLI",2016,2.5
"LVA","POLI",2016,3
"LBN","POLI",2016,3.862
"LSO","POLI",2016,1.817
"LBR","POLI",2016,3.5
"LBY","POLI",2016,2.5
"LTU","POLI",2016,2.561
"MKD","POLI",2016,3.201
"MDG","POLI",2016,1.5
"MWI","POLI",2016,1.5
"MYS","POLI",2016,2.5
"MLI","POLI",2016,2.5
"MRT","POLI",2016,5
"MUS","POLI",2016,5
"MEX","POLI",2016,2.856
"MDA","POLI",2016,2.167
"MNG","POLI",2016,2.5
"MNE","POLI",2016,4.336
"MAR","POLI",2016,1.861
"MOZ","POLI",2016,2.5
"MMR","POLI",2016,1.5
"NAM","POLI",2016,3.5
"NPL","POLI",2016,2.5
"NLD","POLI",2016,2.54
"NZL","POLI",2016,1.985
"NIC","POLI",2016,1.837
"NER","POLI",2016,1.5
"NGA","POLI",2016,2.037
"PRK","POLI",2016,5
"NOR","POLI",2016,1.818
"OMN","POLI",2016,4.5
"PAK","POLI",2016,2.5
"PSE","POLI",2016,1.081
"PAN","POLI",2016,3.194
"PNG","POLI",2016,1.5
"PRY","POLI",2016,2.669
"PER","POLI",2016,2.623
"PHL","POLI",2016,1.759
"POL","POLI",2016,2.279
"PRT","POLI",2016,3.161
"QAT","POLI",2016,3.5
"ROU","POLI",2016,2.236
"RUS","POLI",2016,3.61
"RWA","POLI",2016,3.5
"SAU","POLI",2016,4.5
"SEN","POLI",2016,2.5
"SRB","POLI",2016,2.782
"SLE","POLI",2016,2.5
"SGP","POLI",2016,4.5
"SVK","POLI",2016,3.056
"SVN","POLI",2016,2.741
"SOM","POLI",2016,1.5
"ZAF","POLI",2016,2.5
"KOR","POLI",2016,2.046
"SSD","POLI",2016,2.5
"ESP","POLI",2016,3.627
"LKA","POLI",2016,3.5
"SDN","POLI",2016,4.5
"SWZ","POLI",2016,2.5
"SWE","POLI",2016,2.04
"CHE","POLI",2016,2.103
"SYR","POLI",2016,5
"TWN","POLI",2016,2.5
"TJK","POLI",2016,2.5
"TZA","POLI",2016,2.5
"THA","POLI",2016,2.548
"TLS","POLI",2016,1.5
"TGO","POLI",2016,1.5
"TTO","POLI",2016,3.218
"TUN","POLI",2016,2.5
"TUR","POLI",2016,3.554
"TKM","POLI",2016,3.5
"UGA","POLI",2016,1.5
"UKR","POLI",2016,2.919
"ARE","POLI",2016,4.5
"GBR","POLI",2016,2.189
"USA","POLI",2016,1.98
"URY","POLI",2016,4.367
"UZB","POLI",2016,3.5
"VEN","POLI",2016,2.5
"VNM","POLI",2016,3.5
"YEM","POLI",2016,5
"ZMB","POLI",2016,1.5
"ZWE","POLI",2016,3.5
"AFG","POLI",2015,3.5
"ALB","POLI",2015,2.538
"DZA","POLI",2015,3.016
"AGO","POLI",2015,2.5
"ARG","POLI",2015,1.5
"ARM","POLI",2015,2.5
"AUS","POLI",2015,2.309
"AUT","POLI",2015,2.64
"AZE","POLI",2015,1.5
"BHR","POLI",2015,5
"BGD","POLI",2015,1.5
"BLR","POLI",2015,3.5
"BEL","POLI",2015,2.696
"BEN","POLI",2015,3.5
"BTN","POLI",2015,1.5
"BOL","POLI",2015,2.739
"BIH","POLI",2015,3.182
"BWA","POLI",2015,3.212
"BRA","POLI",2015,2.226
"BGR","POLI",2015,2.935
"BFA","POLI",2015,3.5
"BDI","POLI",2015,2.5
"KHM","POLI",2015,3.11
"CMR","POLI",2015,2.5
"CAN","POLI",2015,1.998
"CAF","POLI",2015,1.5
"TCD","POLI",2015,2.5
"CHL","POLI",2015,2.343
"CHN","POLI",2015,2.5
"COL","POLI",2015,2.733
"COG","POLI",2015,2.5
"CRI","POLI",2015,2.347
"CIV","POLI",2015,2.5
"HRV","POLI",2015,3.5
"CUB","POLI",2015,4.5
"CYP","POLI",2015,3.331
"CZE","POLI",2015,2.799
"COD","POLI",2015,1.5
"DNK","POLI",2015,1.961
"DJI","POLI",2015,4.5
"DOM","POLI",2015,2.647
"ECU","POLI",2015,2.416
"EGY","POLI",2015,4.5
"SLV","POLI",2015,2.718
"GNQ","POLI",2015,2.5
"ERI","POLI",2015,3.5
"EST","POLI",2015,2.714
"ETH","POLI",2015,1.5
"FIN","POLI",2015,1.743
"FRA","POLI",2015,2.451
"GAB","POLI",2015,3.5
"GMB","POLI",2015,2.5
"GEO","POLI",2015,2.069
"DEU","POLI",2015,2.473
"GHA","POLI",2015,2.5
"GRC","POLI",2015,3.457
"GTM","POLI",2015,1.807
"GIN","POLI",2015,1.294
"GNB","POLI",2015,2.5
"GUY","POLI",2015,3.064
"HTI","POLI",2015,2.5
"HND","POLI",2015,1.769
"HUN","POLI",2015,1.431
"ISL","POLI",2015,2.165
"IND","POLI",2015,1.655
"IDN","POLI",2015,1.809
"IRN","POLI",2015,3.5
"IRQ","POLI",2015,5
"IRL","POLI",2015,2.467
"ISR","POLI",2015,2.798
"ITA","POLI",2015,3.293
"JAM","POLI",2015,2.969
"JPN","POLI",2015,2.024
"JOR","POLI",2015,2.5
"KAZ","POLI",2015,3.634
"KEN","POLI",2015,1.493
"KSV","POLI",2015,2.5
"KWT","POLI",2015,5
"KGZ","POLI",2015,2.5
"LAO","POLI",2015,2.5
"LVA","POLI",2015,3.086
"LBN","POLI",2015,3.5
"LSO","POLI",2015,1.817
"LBR","POLI",2015,3.5
"LBY","POLI",2015,2.5
"LTU","POLI",2015,2.574
"MKD","POLI",2015,3.71
"MDG","POLI",2015,1.5
"MWI","POLI",2015,1.5
"MYS","POLI",2015,2.5
"MLI","POLI",2015,2.5
"MRT","POLI",2015,5
"MUS","POLI",2015,5
"MEX","POLI",2015,2.775
"MDA","POLI",2015,3.262
"MNG","POLI",2015,2.5
"MNE","POLI",2015,4.389
"MAR","POLI",2015,1.861
"MOZ","POLI",2015,2.5
"MMR","POLI",2015,1.5
"NAM","POLI",2015,3.5
"NPL","POLI",2015,2.5
"NLD","POLI",2015,2.189
"NZL","POLI",2015,1.985
"NIC","POLI",2015,1.837
"NER","POLI",2015,1.5
"NGA","POLI",2015,2.094
"PRK","POLI",2015,5
"NOR","POLI",2015,1.795
"OMN","POLI",2015,4.5
"PAK","POLI",2015,2.5
"PAN","POLI",2015,3.566
"PNG","POLI",2015,1.5
"PRY","POLI",2015,2.669
"PER","POLI",2015,2.5
"PHL","POLI",2015,1.761
"POL","POLI",2015,2.259
"PRT","POLI",2015,3.213
"QAT","POLI",2015,3.5
"ROU","POLI",2015,2.221
"RUS","POLI",2015,3.604
"RWA","POLI",2015,3.5
"SAU","POLI",2015,4.5
"SEN","POLI",2015,2.5
"SRB","POLI",2015,2.798
"SLE","POLI",2015,2.5
"SGP","POLI",2015,4.5
"SVK","POLI",2015,2.992
"SVN","POLI",2015,2.782
"SOM","POLI",2015,1.5
"ZAF","POLI",2015,2.5
"KOR","POLI",2015,2.046
"SSD","POLI",2015,2.5
"ESP","POLI",2015,2.917
"LKA","POLI",2015,3.5
"SDN","POLI",2015,4.5
"SWZ","POLI",2015,2.5
"SWE","POLI",2015,2.046
"CHE","POLI",2015,2.102
"SYR","POLI",2015,5
"TWN","POLI",2015,2.5
"TJK","POLI",2015,2.5
"TZA","POLI",2015,2.5
"THA","POLI",2015,2.548
"TLS","POLI",2015,1.5
"TGO","POLI",2015,1.5
"TTO","POLI",2015,3.312
"TUN","POLI",2015,2.5
"TUR","POLI",2015,3.5
"TKM","POLI",2015,3.5
"UGA","POLI",2015,1.552
"UKR","POLI",2015,2.919
"ARE","POLI",2015,4.5
"GBR","POLI",2015,2.206
"USA","POLI",2015,2.056
"URY","POLI",2015,4.876
"UZB","POLI",2015,3.5
"VEN","POLI",2015,2.5
"VNM","POLI",2015,3.5
"YEM","POLI",2015,5
"ZMB","POLI",2015,1.5
"ZWE","POLI",2015,3.5
"AFG","POLI",2014,3.5
"ALB","POLI",2014,2.512
"DZA","POLI",2014,3.156
"AGO","POLI",2014,2.5
"ARG","POLI",2014,1.5
"ARM","POLI",2014,2.5
"AUS","POLI",2014,2.323
"AUT","POLI",2014,2.641
"AZE","POLI",2014,1.5
"BHR","POLI",2014,5
"BGD","POLI",2014,1.5
"BLR","POLI",2014,3.875
"BEL","POLI",2014,2.864
"BEN","POLI",2014,3.5
"BTN","POLI",2014,1.5
"BOL","POLI",2014,2.815
"BIH","POLI",2014,3.242
"BWA","POLI",2014,3.164
"BRA","POLI",2014,2.333
"BGR","POLI",2014,2.971
"BFA","POLI",2014,3.5
"BDI","POLI",2014,2.5
"KHM","POLI",2014,1.5
"CMR","POLI",2014,2.5
"CAN","POLI",2014,2.011
"CAF","POLI",2014,1.5
"TCD","POLI",2014,2.5
"CHL","POLI",2014,2.186
"CHN","POLI",2014,2.5
"COL","POLI",2014,2.744
"COG","POLI",2014,2.5
"CRI","POLI",2014,2.385
"CIV","POLI",2014,2.5
"HRV","POLI",2014,3.404
"CUB","POLI",2014,4.5
"CYP","POLI",2014,3.378
"CZE","POLI",2014,2.853
"COD","POLI",2014,1.5
"DNK","POLI",2014,1.975
"DJI","POLI",2014,4.5
"DOM","POLI",2014,2.562
"ECU","POLI",2014,2.416
"EGY","POLI",2014,4.5
"SLV","POLI",2014,2.715
"GNQ","POLI",2014,2.5
"ERI","POLI",2014,3.5
"EST","POLI",2014,2.672
"ETH","POLI",2014,1.5
"FIN","POLI",2014,1.76
"FRA","POLI",2014,2.462
"GAB","POLI",2014,3.5
"GMB","POLI",2014,2.5
"GEO","POLI",2014,2.078
"DEU","POLI",2014,2.48
"GHA","POLI",2014,2.5
"GRC","POLI",2014,3.455
"GTM","POLI",2014,1.807
"GIN","POLI",2014,1.294
"GNB","POLI",2014,2.005
"GUY","POLI",2014,3.13
"HTI","POLI",2014,2.5
"HND","POLI",2014,2.5
"HUN","POLI",2014,1.435
"ISL","POLI",2014,2.104
"IND","POLI",2014,1.645
"IDN","POLI",2014,1.812
"IRN","POLI",2014,3.5
"IRQ","POLI",2014,5
"IRL","POLI",2014,2.535
"ISR","POLI",2014,2.794
"ITA","POLI",2014,3.29
"JAM","POLI",2014,2.972
"JPN","POLI",2014,2.028
"JOR","POLI",2014,2.5
"KAZ","POLI",2014,3.221
"KEN","POLI",2014,1.477
"KSV","POLI",2014,2.5
"KWT","POLI",2014,5
"KGZ","POLI",2014,2.5
"LAO","POLI",2014,2.5
"LVA","POLI",2014,3.159
"LBN","POLI",2014,3.891
"LSO","POLI",2014,1.817
"LBR","POLI",2014,3.5
"LBY","POLI",2014,2.5
"LTU","POLI",2014,2.501
"MKD","POLI",2014,3.394
"MDG","POLI",2014,1.5
"MWI","POLI",2014,1.5
"MYS","POLI",2014,2.5
"MLI","POLI",2014,2.5
"MRT","POLI",2014,5
"MUS","POLI",2014,5
"MEX","POLI",2014,3.295
"MDA","POLI",2014,2.225
"MNG","POLI",2014,2.388
"MNE","POLI",2014,4.919
"MAR","POLI",2014,1.823
"MOZ","POLI",2014,2.5
"MMR","POLI",2014,1.5
"NAM","POLI",2014,3.5
"NPL","POLI",2014,2.5
"NLD","POLI",2014,2.15
"NZL","POLI",2014,2.012
"NIC","POLI",2014,1.842
"NER","POLI",2014,1.5
"NGA","POLI",2014,2.5
"PRK","POLI",2014,5
"NOR","POLI",2014,1.79
"OMN","POLI",2014,4.5
"PAK","POLI",2014,2.5
"PAN","POLI",2014,2.758
"PNG","POLI",2014,1.5
"PRY","POLI",2014,2.32
"PER","POLI",2014,2.601
"PHL","POLI",2014,1.754
"POL","POLI",2014,2.253
"PRT","POLI",2014,3.242
"QAT","POLI",2014,3.5
"ROU","POLI",2014,2.164
"RUS","POLI",2014,3.615
"RWA","POLI",2014,3.5
"SAU","POLI",2014,3.5
"SEN","POLI",2014,2.5
"SRB","POLI",2014,2.724
"SLE","POLI",2014,2.65
"SGP","POLI",2014,4.5
"SVK","POLI",2014,2.934
"SVN","POLI",2014,2.875
"SOM","POLI",2014,1.5
"ZAF","POLI",2014,2.5
"KOR","POLI",2014,2.057
"SSD","POLI",2014,2.5
"ESP","POLI",2014,2.949
"LKA","POLI",2014,3.19
"SDN","POLI",2014,4.5
"SWZ","POLI",2014,2.341
"SWE","POLI",2014,2.08
"CHE","POLI",2014,2.5
"SYR","POLI",2014,5
"TWN","POLI",2014,2.5
"TJK","POLI",2014,2.5
"TZA","POLI",2014,2.5
"THA","POLI",2014,2.487
"TLS","POLI",2014,1.5
"TGO","POLI",2014,1.5
"TTO","POLI",2014,3.329
"TUN","POLI",2014,2.5
"TUR","POLI",2014,3.409
"TKM","POLI",2014,3.5
"UGA","POLI",2014,1.562
"UKR","POLI",2014,2.944
"ARE","POLI",2014,4.5
"GBR","POLI",2014,2.259
"USA","POLI",2014,2.115
"URY","POLI",2014,4.466
"UZB","POLI",2014,3.5
"VEN","POLI",2014,2.5
"VNM","POLI",2014,3.5
"YEM","POLI",2014,2.5
"ZMB","POLI",2014,1.5
"ZWE","POLI",2014,3.5
"AFG","POLI",2013,3.5
"ALB","POLI",2013,2.509
"DZA","POLI",2013,4.5
"AGO","POLI",2013,2.5
"ARG","POLI",2013,1.979
"ARM","POLI",2013,2.5
"AUS","POLI",2013,2.303
"AUT","POLI",2013,2.64
"AZE","POLI",2013,1.672
"BHR","POLI",2013,5
"BGD","POLI",2013,1.433
"BLR","POLI",2013,3.875
"BEL","POLI",2013,2.864
"BEN","POLI",2013,3.5
"BTN","POLI",2013,1.5
"BOL","POLI",2013,2.815
"BIH","POLI",2013,3.213
"BWA","POLI",2013,3.181
"BRA","POLI",2013,3.5
"BGR","POLI",2013,2.964
"BFA","POLI",2013,3.5
"BDI","POLI",2013,2.5
"KHM","POLI",2013,1.5
"CMR","POLI",2013,2.5
"CAN","POLI",2013,2.018
"CAF","POLI",2013,1.5
"TCD","POLI",2013,2.5
"CHL","POLI",2013,2.067
"CHN","POLI",2013,2.5
"COL","POLI",2013,2.718
"COG","POLI",2013,2.5
"CRI","POLI",2013,2.381
"CIV","POLI",2013,2.5
"HRV","POLI",2013,3.367
"CUB","POLI",2013,4.5
"CYP","POLI",2013,3.454
"CZE","POLI",2013,3.09
"COD","POLI",2013,1.5
"DNK","POLI",2013,1.982
"DJI","POLI",2013,4.5
"DOM","POLI",2013,2.562
"ECU","POLI",2013,2.416
"EGY","POLI",2013,4.5
"SLV","POLI",2013,2.662
"GNQ","POLI",2013,2.5
"ERI","POLI",2013,3.5
"EST","POLI",2013,2.691
"ETH","POLI",2013,1.5
"FIN","POLI",2013,1.761
"FRA","POLI",2013,2.663
"GAB","POLI",2013,3.5
"GMB","POLI",2013,2.5
"GEO","POLI",2013,2.078
"DEU","POLI",2013,2.48
"GHA","POLI",2013,2.5
"GRC","POLI",2013,2.755
"GTM","POLI",2013,1.807
"GIN","POLI",2013,1.294
"GNB","POLI",2013,1.5
"GUY","POLI",2013,2.644
"HTI","POLI",2013,2.5
"HND","POLI",2013,3.5
"HUN","POLI",2013,2.5
"ISL","POLI",2013,2.181
"IND","POLI",2013,1.645
"IDN","POLI",2013,1.5
"IRN","POLI",2013,3.5
"IRQ","POLI",2013,5
"IRL","POLI",2013,2.608
"ISR","POLI",2013,2.925
"ITA","POLI",2013,2.879
"JAM","POLI",2013,3.25
"JPN","POLI",2013,2.019
"JOR","POLI",2013,2.5
"KAZ","POLI",2013,3.221
"KEN","POLI",2013,1.523
"KSV","POLI",2013,2.5
"KWT","POLI",2013,5
"KGZ","POLI",2013,2.5
"LAO","POLI",2013,2.5
"LVA","POLI",2013,3.159
"LBN","POLI",2013,3.891
"LSO","POLI",2013,1.817
"LBR","POLI",2013,3.5
"LBY","POLI",2013,2.5
"LTU","POLI",2013,2.615
"MKD","POLI",2013,3.394
"MDG","POLI",2013,1.5
"MWI","POLI",2013,1.5
"MYS","POLI",2013,2.5
"MLI","POLI",2013,2.5
"MRT","POLI",2013,5
"MUS","POLI",2013,5
"MEX","POLI",2013,2.855
"MDA","POLI",2013,2.225
"MNG","POLI",2013,2.388
"MNE","POLI",2013,4.919
"MAR","POLI",2013,1.823
"MOZ","POLI",2013,2.5
"MMR","POLI",2013,1.5
"NAM","POLI",2013,3.5
"NPL","POLI",2013,2.007
"NLD","POLI",2013,2.122
"NZL","POLI",2013,2.003
"NIC","POLI",2013,2.6
"NER","POLI",2013,1.5
"NGA","POLI",2013,2.5
"PRK","POLI",2013,5
"NOR","POLI",2013,1.787
"OMN","POLI",2013,4.5
"PAK","POLI",2013,2.5
"PAN","POLI",2013,3.5
"PNG","POLI",2013,1.5
"PRY","POLI",2013,2.659
"PER","POLI",2013,2.601
"PHL","POLI",2013,1.68
"POL","POLI",2013,2.252
"PRT","POLI",2013,3.22
"QAT","POLI",2013,3.427
"ROU","POLI",2013,2.063
"RUS","POLI",2013,4.5
"RWA","POLI",2013,3.5
"SAU","POLI",2013,3.5
"SEN","POLI",2013,2.5
"SRB","POLI",2013,2.698
"SLE","POLI",2013,1.865
"SGP","POLI",2013,2.961
"SVK","POLI",2013,3.002
"SVN","POLI",2013,2.916
"SOM","POLI",2013,1.5
"ZAF","POLI",2013,2.5
"KOR","POLI",2013,2.038
"SSD","POLI",2013,2.5
"ESP","POLI",2013,2.936
"LKA","POLI",2013,3.19
"SDN","POLI",2013,4.5
"SWZ","POLI",2013,2.341
"SWE","POLI",2013,2.082
"CHE","POLI",2013,2.078
"SYR","POLI",2013,5
