"iso3c","variablename","year","value"
"TWN","POLI",2013,2.5
"TJK","POLI",2013,2.5
"TZA","POLI",2013,2.5
"THA","POLI",2013,2.487
"TLS","POLI",2013,1.5
"TGO","POLI",2013,1.5
"TTO","POLI",2013,3.471
"TUN","POLI",2013,2.5
"TUR","POLI",2013,3.409
"TKM","POLI",2013,3.5
"UGA","POLI",2013,1.562
"UKR","POLI",2013,2.944
"ARE","POLI",2013,4.5
"GBR","POLI",2013,2.323
"USA","POLI",2013,2.136
"URY","POLI",2013,3.539
"UZB","POLI",2013,3.5
"VEN","POLI",2013,2.5
"VNM","POLI",2013,3.5
"YEM","POLI",2013,2.5
"ZMB","POLI",2013,1.5
"ZWE","POLI",2013,3.5
"AFG","POLI",2012,3.5
"ALB","POLI",2012,2.505
"DZA","POLI",2012,4.5
"AGO","POLI",2012,2.5
"ARG","POLI",2012,1.979
"ARM","POLI",2012,2.5
"AUS","POLI",2012,2.237
"AUT","POLI",2012,2.59
"AZE","POLI",2012,1.672
"BHR","POLI",2012,5
"BGD","POLI",2012,1.433
"BLR","POLI",2012,2.626
"BEL","POLI",2012,2.795
"BEN","POLI",2012,3.5
"BTN","POLI",2012,1.5
"BOL","POLI",2012,2.5
"BIH","POLI",2012,3.165
"BWA","POLI",2012,3.181
"BRA","POLI",2012,3.5
"BGR","POLI",2012,3.036
"BFA","POLI",2012,3.5
"BDI","POLI",2012,3.5
"KHM","POLI",2012,1.5
"CMR","POLI",2012,2.5
"CAN","POLI",2012,2.001
"CAF","POLI",2012,1.5
"TCD","POLI",2012,2.5
"CHL","POLI",2012,2.034
"CHN","POLI",2012,2.5
"COL","POLI",2012,2.668
"COG","POLI",2012,2.5
"CRI","POLI",2012,2.381
"CIV","POLI",2012,2.5
"HRV","POLI",2012,3.29
"CUB","POLI",2012,4.5
"CYP","POLI",2012,3.454
"CZE","POLI",2012,3.09
"COD","POLI",2012,1.5
"DNK","POLI",2012,1.982
"DJI","POLI",2012,4.5
"DOM","POLI",2012,2.562
"ECU","POLI",2012,2.416
"EGY","POLI",2012,4.5
"SLV","POLI",2012,2.378
"GNQ","POLI",2012,2.5
"ERI","POLI",2012,3.5
"EST","POLI",2012,2.186
"ETH","POLI",2012,1.5
"FIN","POLI",2012,1.778
"FRA","POLI",2012,2.663
"GAB","POLI",2012,3.5
"GMB","POLI",2012,2.5
"GEO","POLI",2012,2.002
"DEU","POLI",2012,2.491
"GHA","POLI",2012,2.5
"GRC","POLI",2012,2.755
"GTM","POLI",2012,1.807
"GIN","POLI",2012,1.294
"GNB","POLI",2012,1.5
"GUY","POLI",2012,3.5
"HTI","POLI",2012,2.5
"HND","POLI",2012,3.5
"HUN","POLI",2012,2.665
"ISL","POLI",2012,2.181
"IND","POLI",2012,1.645
"IDN","POLI",2012,1.5
"IRN","POLI",2012,3.5
"IRQ","POLI",2012,5
"IRL","POLI",2012,2.649
"ISR","POLI",2012,2.925
"ITA","POLI",2012,2.879
"JAM","POLI",2012,2.5
"JPN","POLI",2012,2.016
"JOR","POLI",2012,2.515
"KAZ","POLI",2012,3.221
"KEN","POLI",2012,1.523
"KSV","POLI",2012,2.5
"KWT","POLI",2012,5
"KGZ","POLI",2012,2.5
"LAO","POLI",2012,2.5
"LVA","POLI",2012,3.143
"LBN","POLI",2012,3.891
"LSO","POLI",2012,1.817
"LBR","POLI",2012,3.5
"LBY","POLI",2012,2.5
"LTU","POLI",2012,2.64
"MKD","POLI",2012,3.394
"MDG","POLI",2012,1.5
"MWI","POLI",2012,1.5
"MYS","POLI",2012,2.5
"MLI","POLI",2012,2.5
"MRT","POLI",2012,5
"MUS","POLI",2012,5
"MEX","POLI",2012,2.889
"MDA","POLI",2012,2.212
"MNG","POLI",2012,2.276
"MNE","POLI",2012,4.919
"MAR","POLI",2012,1.823
"MOZ","POLI",2012,2.5
"MMR","POLI",2012,1.5
"NAM","POLI",2012,3.5
"NPL","POLI",2012,2.007
"NLD","POLI",2012,2.078
"NZL","POLI",2012,2.063
"NIC","POLI",2012,3.5
"NER","POLI",2012,2.5
"NGA","POLI",2012,2.5
"PRK","POLI",2012,5
"NOR","POLI",2012,1.79
"OMN","POLI",2012,4.5
"PAK","POLI",2012,2.5
"PAN","POLI",2012,3.5
"PNG","POLI",2012,1.5
"PRY","POLI",2012,2.659
"PER","POLI",2012,2.601
"PHL","POLI",2012,1.68
"POL","POLI",2012,2.294
"PRT","POLI",2012,3.35
"QAT","POLI",2012,3.427
"ROU","POLI",2012,2.063
"RUS","POLI",2012,4.5
"RWA","POLI",2012,3.5
"SAU","POLI",2012,3.5
"SEN","POLI",2012,2.5
"SRB","POLI",2012,2.653
"SLE","POLI",2012,1.865
"SGP","POLI",2012,2.961
"SVK","POLI",2012,3.002
"SVN","POLI",2012,2.937
"SOM","POLI",2012,1.5
"ZAF","POLI",2012,2.5
"KOR","POLI",2012,2.038
"SSD","POLI",2012,2.5
"ESP","POLI",2012,2.892
"LKA","POLI",2012,2.631
"SDN","POLI",2012,4.5
"SWZ","POLI",2012,2.341
"SWE","POLI",2012,2.028
"CHE","POLI",2012,2.078
"SYR","POLI",2012,5
"TWN","POLI",2012,2.5
"TJK","POLI",2012,2.5
"TZA","POLI",2012,2.5
"THA","POLI",2012,2.471
"TLS","POLI",2012,1.5
"TGO","POLI",2012,1.5
"TTO","POLI",2012,3.471
"TUN","POLI",2012,2.5
"TUR","POLI",2012,3.409
"TKM","POLI",2012,3.5
"UGA","POLI",2012,1.606
"UKR","POLI",2012,2.956
"ARE","POLI",2012,4.5
"GBR","POLI",2012,2.371
"USA","POLI",2012,2.149
"URY","POLI",2012,3.539
"UZB","POLI",2012,3.5
"VEN","POLI",2012,1.5
"VNM","POLI",2012,3.5
"YEM","POLI",2012,2.5
"ZMB","POLI",2012,1.5
"ZWE","POLI",2012,3.5
"AFG","POLI",2011,2.5
"ALB","POLI",2011,2.523
"DZA","POLI",2011,4.5
"AGO","POLI",2011,2.5
"ARG","POLI",2011,2.5
"ARM","POLI",2011,2.5
"AUS","POLI",2011,2.243
"AUT","POLI",2011,2.643
"AZE","POLI",2011,1.685
"BHR","POLI",2011,5
"BGD","POLI",2011,1.5
"BLR","POLI",2011,2.627
"BEL","POLI",2011,2.797
"BEN","POLI",2011,3.5
"BTN","POLI",2011,1.5
"BOL","POLI",2011,2.5
"BIH","POLI",2011,2.4
"BWA","POLI",2011,4.5
"BRA","POLI",2011,3.5
"BGR","POLI",2011,3.226
"BFA","POLI",2011,3.5
"BDI","POLI",2011,3.5
"KHM","POLI",2011,1.5
"CMR","POLI",2011,2.5
"CAN","POLI",2011,1.981
"CAF","POLI",2011,1.5
"TCD","POLI",2011,2.5
"CHL","POLI",2011,2.183
"CHN","POLI",2011,2.5
"COL","POLI",2011,2.5
"COG","POLI",2011,2.5
"CRI","POLI",2011,2.376
"CIV","POLI",2011,2.5
"HRV","POLI",2011,3.241
"CUB","POLI",2011,4.5
"CYP","POLI",2011,4.108
"CZE","POLI",2011,3.103
"COD","POLI",2011,1.5
"DNK","POLI",2011,1.972
"DJI","POLI",2011,4.5
"DOM","POLI",2011,2.517
"ECU","POLI",2011,2.463
"EGY","POLI",2011,4.5
"SLV","POLI",2011,2.376
"GNQ","POLI",2011,2.5
"ERI","POLI",2011,3.5
"EST","POLI",2011,2.2
"ETH","POLI",2011,1.5
"FIN","POLI",2011,1.772
"FRA","POLI",2011,2.5
"GAB","POLI",2011,3.5
"GMB","POLI",2011,2.5
"GEO","POLI",2011,2.582
"DEU","POLI",2011,2.505
"GHA","POLI",2011,2.5
"GRC","POLI",2011,2.78
"GTM","POLI",2011,2.5
"GIN","POLI",2011,1.286
"GNB","POLI",2011,1.5
"GUY","POLI",2011,3.5
"HTI","POLI",2011,2.5
"HND","POLI",2011,2.5
"HUN","POLI",2011,2.5
"ISL","POLI",2011,2.298
"IND","POLI",2011,1.613
"IDN","POLI",2011,1.5
"IRN","POLI",2011,3.5
"IRQ","POLI",2011,5
"IRL","POLI",2011,2.517
"ISR","POLI",2011,2.868
"ITA","POLI",2011,3.75
"JAM","POLI",2011,2.5
"JPN","POLI",2011,2.006
"JOR","POLI",2011,2.5
"KAZ","POLI",2011,3.24
"KEN","POLI",2011,1.581
"KSV","POLI",2011,2.5
"KWT","POLI",2011,5
"KGZ","POLI",2011,2.5
"LAO","POLI",2011,2.5
"LVA","POLI",2011,3.5
"LBN","POLI",2011,3.871
"LSO","POLI",2011,1.817
"LBR","POLI",2011,3.5
"LBY","POLI",2011,2.5
"LTU","POLI",2011,2.659
"MKD","POLI",2011,3.4
"MDG","POLI",2011,1.5
"MWI","POLI",2011,1.5
"MYS","POLI",2011,2.5
"MLI","POLI",2011,2.5
"MRT","POLI",2011,5
"MUS","POLI",2011,5
"MEX","POLI",2011,2.5
"MDA","POLI",2011,2.213
"MNG","POLI",2011,2.386
"MNE","POLI",2011,5
"MAR","POLI",2011,1.766
"MOZ","POLI",2011,2.5
"MMR","POLI",2011,1.5
"NAM","POLI",2011,3.5
"NPL","POLI",2011,2.01
"NLD","POLI",2011,2.078
"NZL","POLI",2011,2.075
"NIC","POLI",2011,3.5
"NER","POLI",2011,2.5
"NGA","POLI",2011,2.5
"PRK","POLI",2011,5
"NOR","POLI",2011,2.5
"OMN","POLI",2011,3.5
"PAK","POLI",2011,2.5
"PAN","POLI",2011,3.5
"PNG","POLI",2011,1.5
"PRY","POLI",2011,2.657
"PER","POLI",2011,3.5
"PHL","POLI",2011,1.679
"POL","POLI",2011,2.321
"PRT","POLI",2011,3.313
"QAT","POLI",2011,3.177
"ROU","POLI",2011,2.178
"RUS","POLI",2011,4.5
"RWA","POLI",2011,3.5
"SAU","POLI",2011,3.5
"SEN","POLI",2011,2.5
"SRB","POLI",2011,3.2
"SLE","POLI",2011,3.5
"SGP","POLI",2011,2.982
"SVK","POLI",2011,2.863
"SVN","POLI",2011,2.93
"SOM","POLI",2011,1.5
"ZAF","POLI",2011,2.5
"KOR","POLI",2011,2.01
"SSD","POLI",2011,2.5
"ESP","POLI",2011,2.855
"LKA","POLI",2011,2.652
"SDN","POLI",2011,4.5
"SWZ","POLI",2011,2.317
"SWE","POLI",2011,2.032
"CHE","POLI",2011,2.082
"SYR","POLI",2011,3.5
"TWN","POLI",2011,2.5
"TJK","POLI",2011,2.5
"TZA","POLI",2011,2.5
"THA","POLI",2011,2.605
"TLS","POLI",2011,1.5
"TGO","POLI",2011,1.5
"TTO","POLI",2011,3.5
"TUN","POLI",2011,2.5
"TUR","POLI",2011,3.312
"TKM","POLI",2011,3.5
"UGA","POLI",2011,1.6
"UKR","POLI",2011,2.866
"ARE","POLI",2011,3.5
"GBR","POLI",2011,2.384
"USA","POLI",2011,2.137
"URY","POLI",2011,3.5
"UZB","POLI",2011,3.5
"VEN","POLI",2011,1.5
"VNM","POLI",2011,3.5
"YEM","POLI",2011,2.5
"ZMB","POLI",2011,2.5
"ZWE","POLI",2011,3.5
"AFG","POLI",2010,2.5
"ALB","POLI",2010,2.523
"DZA","POLI",2010,4.5
"AGO","POLI",2010,2.5
"ARG","POLI",2010,2.5
"ARM","POLI",2010,2.5
"AUS","POLI",2010,2.243
"AUT","POLI",2010,1.5
"AZE","POLI",2010,1.685
"BHR","POLI",2010,5
"BGD","POLI",2010,1.5
"BLR","POLI",2010,2.627
"BEL","POLI",2010,2.797
"BEN","POLI",2010,3.5
"BTN","POLI",2010,1.5
"BOL","POLI",2010,2.5
"BIH","POLI",2010,2.4
"BWA","POLI",2010,3.5
"BRA","POLI",2010,3.5
"BGR","POLI",2010,3.226
"BFA","POLI",2010,3.5
"BDI","POLI",2010,2.5
"KHM","POLI",2010,1.5
"CMR","POLI",2010,2.5
"CAN","POLI",2010,1.981
"CAF","POLI",2010,1.5
"TCD","POLI",2010,2.5
"CHL","POLI",2010,1.5
"CHN","POLI",2010,2.5
"COL","POLI",2010,2.5
"COG","POLI",2010,2.5
"CRI","POLI",2010,2.376
"CIV","POLI",2010,2.5
"HRV","POLI",2010,3.241
"CUB","POLI",2010,4.5
"CYP","POLI",2010,4.108
"CZE","POLI",2010,3.103
"COD","POLI",2010,1.5
"DNK","POLI",2010,1.972
"DJI","POLI",2010,4.5
"DOM","POLI",2010,2.517
"ECU","POLI",2010,2.463
"EGY","POLI",2010,4.5
"SLV","POLI",2010,2.376
"GNQ","POLI",2010,2.5
"ERI","POLI",2010,3.5
"EST","POLI",2010,2.2
"ETH","POLI",2010,1.5
"FIN","POLI",2010,1.772
"FRA","POLI",2010,2.5
"GAB","POLI",2010,3.5
"GMB","POLI",2010,2.5
"GEO","POLI",2010,2.582
"DEU","POLI",2010,2.505
"GHA","POLI",2010,2.5
"GRC","POLI",2010,2.78
"GTM","POLI",2010,2.5
"GIN","POLI",2010,1.286
"GNB","POLI",2010,1.5
"GUY","POLI",2010,3.5
"HTI","POLI",2010,2.5
"HND","POLI",2010,2.5
"HUN","POLI",2010,2.5
"ISL","POLI",2010,2.298
"IND","POLI",2010,1.613
"IDN","POLI",2010,1.5
"IRN","POLI",2010,3.5
"IRQ","POLI",2010,3.5
"IRL","POLI",2010,2.517
"ISR","POLI",2010,2.868
"ITA","POLI",2010,3.75
"JAM","POLI",2010,2.5
"JPN","POLI",2010,1.5
"JOR","POLI",2010,2.5
"KAZ","POLI",2010,3.24
"KEN","POLI",2010,1.581
"KSV","POLI",2010,2.5
"KWT","POLI",2010,5
"KGZ","POLI",2010,2.5
"LAO","POLI",2010,2.5
"LVA","POLI",2010,3.5
"LBN","POLI",2010,3.871
"LSO","POLI",2010,1.817
"LBR","POLI",2010,3.5
"LBY","POLI",2010,2.5
"LTU","POLI",2010,2.659
"MKD","POLI",2010,3.4
"MDG","POLI",2010,1.5
"MWI","POLI",2010,1.5
"MYS","POLI",2010,2.5
"MLI","POLI",2010,4.5
"MRT","POLI",2010,5
"MUS","POLI",2010,5
"MEX","POLI",2010,2.5
"MDA","POLI",2010,2.213
"MNG","POLI",2010,2.386
"MNE","POLI",2010,5
"MAR","POLI",2010,1.766
"MOZ","POLI",2010,2.5
"MMR","POLI",2010,1.5
"NAM","POLI",2010,3.5
"NPL","POLI",2010,2.01
"NLD","POLI",2010,2.078
"NZL","POLI",2010,1.5
"NIC","POLI",2010,3.5
"NER","POLI",2010,2.5
"NGA","POLI",2010,2.5
"PRK","POLI",2010,5
"NOR","POLI",2010,2.5
"OMN","POLI",2010,3.5
"PAK","POLI",2010,2.5
"PAN","POLI",2010,3.5
"PNG","POLI",2010,1.5
"PRY","POLI",2010,2.657
"PER","POLI",2010,2.615
"PHL","POLI",2010,1.679
"POL","POLI",2010,2.321
"PRT","POLI",2010,3.313
"QAT","POLI",2010,3.177
"ROU","POLI",2010,2.178
"RUS","POLI",2010,4.5
"RWA","POLI",2010,3.5
"SAU","POLI",2010,3.5
"SEN","POLI",2010,2.5
"SRB","POLI",2010,3.2
"SLE","POLI",2010,2.5
"SGP","POLI",2010,2.982
"SVK","POLI",2010,2.863
"SVN","POLI",2010,2.93
"SOM","POLI",2010,1.5
"ZAF","POLI",2010,2.5
"KOR","POLI",2010,1.5
"SSD","POLI",2010,2.5
"ESP","POLI",2010,2.855
"LKA","POLI",2010,2.652
"SDN","POLI",2010,4.5
"SWZ","POLI",2010,2.317
"SWE","POLI",2010,1.5
"CHE","POLI",2010,2.082
"SYR","POLI",2010,3.5
"TWN","POLI",2010,2.5
"TJK","POLI",2010,2.5
"TZA","POLI",2010,2.5
"THA","POLI",2010,2.605
"TLS","POLI",2010,1.5
"TGO","POLI",2010,1.5
"TTO","POLI",2010,3.5
"TUN","POLI",2010,2.5
"TUR","POLI",2010,3.312
"TKM","POLI",2010,3.5
"UGA","POLI",2010,1.6
"UKR","POLI",2010,2.866
"ARE","POLI",2010,3.5
"GBR","POLI",2010,2.384
"USA","POLI",2010,2.137
"URY","POLI",2010,3.5
"UZB","POLI",2010,3.5
"VEN","POLI",2010,1.5
"VNM","POLI",2010,3.5
"YEM","POLI",2010,2.5
"ZMB","POLI",2010,1.5
"ZWE","POLI",2010,1.5
"AFG","POLI",2009,2.5
"ALB","POLI",2009,2.523
"DZA","POLI",2009,4.5
"AGO","POLI",2009,2.5
"ARG","POLI",2009,2.5
"ARM","POLI",2009,2.5
"AUS","POLI",2009,2.243
"AUT","POLI",2009,1.5
"AZE","POLI",2009,1.685
"BHR","POLI",2009,5
"BGD","POLI",2009,1.5
"BLR","POLI",2009,2.627
"BEL","POLI",2009,2.797
"BEN","POLI",2009,3.5
"BTN","POLI",2009,1.5
"BOL","POLI",2009,2.5
"BIH","POLI",2009,2.4
"BWA","POLI",2009,3.5
"BRA","POLI",2009,3.5
"BGR","POLI",2009,3.226
"BFA","POLI",2009,3.5
"BDI","POLI",2009,2.5
"KHM","POLI",2009,1.5
"CMR","POLI",2009,2.5
"CAN","POLI",2009,1.981
"CAF","POLI",2009,1.5
"TCD","POLI",2009,1.5
"CHL","POLI",2009,1.5
"CHN","POLI",2009,2.5
"COL","POLI",2009,2.5
"COG","POLI",2009,2.5
"CRI","POLI",2009,2.376
"CIV","POLI",2009,2.5
"HRV","POLI",2009,3.241
"CUB","POLI",2009,4.5
"CYP","POLI",2009,4.108
"CZE","POLI",2009,3.103
"COD","POLI",2009,1.5
"DNK","POLI",2009,1.972
"DJI","POLI",2009,4.5
"DOM","POLI",2009,2.517
"ECU","POLI",2009,2.463
"EGY","POLI",2009,4.5
"SLV","POLI",2009,2.376
"GNQ","POLI",2009,2.5
"ERI","POLI",2009,3.5
"EST","POLI",2009,2.2
"ETH","POLI",2009,1.5
"FIN","POLI",2009,1.772
"FRA","POLI",2009,2.5
"GAB","POLI",2009,3.5
"GMB","POLI",2009,2.5
"GEO","POLI",2009,2.582
"DEU","POLI",2009,2.505
"GHA","POLI",2009,2.5
"GRC","POLI",2009,2.78
"GTM","POLI",2009,2.5
"GIN","POLI",2009,1.286
"GNB","POLI",2009,1.5
"GUY","POLI",2009,3.5
"HTI","POLI",2009,2.5
"HND","POLI",2009,2.5
"HUN","POLI",2009,2.5
"ISL","POLI",2009,2.298
"IND","POLI",2009,1.613
"IDN","POLI",2009,1.5
"IRN","POLI",2009,3.5
"IRQ","POLI",2009,3.5
"IRL","POLI",2009,2.517
"ISR","POLI",2009,2.868
"ITA","POLI",2009,3.75
"JAM","POLI",2009,2.5
"JPN","POLI",2009,1.5
"JOR","POLI",2009,2.5
"KAZ","POLI",2009,3.24
"KEN","POLI",2009,1.581
"KSV","POLI",2009,2.5
"KWT","POLI",2009,5
"KGZ","POLI",2009,2.5
"LAO","POLI",2009,2.5
"LVA","POLI",2009,2.983
"LBN","POLI",2009,3.871
"LSO","POLI",2009,1.817
"LBR","POLI",2009,3.5
"LBY","POLI",2009,2.5
"LTU","POLI",2009,2.659
"MKD","POLI",2009,3.4
"MDG","POLI",2009,1.5
"MWI","POLI",2009,1.5
"MYS","POLI",2009,2.5
"MLI","POLI",2009,4.5
"MRT","POLI",2009,5
"MUS","POLI",2009,5
"MEX","POLI",2009,2.5
"MDA","POLI",2009,2.213
"MNG","POLI",2009,2.386
"MNE","POLI",2009,5
"MAR","POLI",2009,1.766
"MOZ","POLI",2009,2.5
"MMR","POLI",2009,1.5
"NAM","POLI",2009,3.5
"NPL","POLI",2009,2.01
"NLD","POLI",2009,2.078
"NZL","POLI",2009,1.5
"NIC","POLI",2009,3.5
"NER","POLI",2009,2.5
"NGA","POLI",2009,2.5
"PRK","POLI",2009,5
"NOR","POLI",2009,2.5
"OMN","POLI",2009,3.5
"PAK","POLI",2009,2.5
"PAN","POLI",2009,3.5
"PNG","POLI",2009,1.5
"PRY","POLI",2009,2.657
"PER","POLI",2009,2.615
"PHL","POLI",2009,1.679
"POL","POLI",2009,2.321
"PRT","POLI",2009,3.313
"QAT","POLI",2009,3.177
"ROU","POLI",2009,2.178
"RUS","POLI",2009,4.5
"RWA","POLI",2009,3.5
"SAU","POLI",2009,3.5
"SEN","POLI",2009,2.5
"SRB","POLI",2009,3.2
"SLE","POLI",2009,1.873
"SGP","POLI",2009,2.982
"SVK","POLI",2009,2.863
"SVN","POLI",2009,2.93
"SOM","POLI",2009,1.5
"ZAF","POLI",2009,2.5
"KOR","POLI",2009,1.5
"SSD","POLI",2009,2.5
"ESP","POLI",2009,2.855
"LKA","POLI",2009,2.652
"SDN","POLI",2009,4.5
"SWZ","POLI",2009,2.317
"SWE","POLI",2009,1.5
"CHE","POLI",2009,2.082
"SYR","POLI",2009,3.5
"TWN","POLI",2009,2.5
"TJK","POLI",2009,2.5
"TZA","POLI",2009,2.5
"THA","POLI",2009,2.605
"TLS","POLI",2009,1.5
"TGO","POLI",2009,1.5
"TTO","POLI",2009,3.5
"TUN","POLI",2009,2.5
"TUR","POLI",2009,3.312
"TKM","POLI",2009,3.5
"UGA","POLI",2009,1.6
"UKR","POLI",2009,2.866
"ARE","POLI",2009,3.5
"GBR","POLI",2009,2.384
"USA","POLI",2009,2.137
"URY","POLI",2009,3.5
"UZB","POLI",2009,3.5
"VEN","POLI",2009,1.5
"VNM","POLI",2009,3.5
"YEM","POLI",2009,2.5
"ZMB","POLI",2009,1.5
"ZWE","POLI",2009,1.5
"AFG","POLI",2008,2.5
"ALB","POLI",2008,2.903
"DZA","POLI",2008,4.5
"AGO","POLI",2008,2.5
"ARG","POLI",2008,2.5
"ARM","POLI",2008,2.5
"AUS","POLI",2008,2.15
"AUT","POLI",2008,2.529
"AZE","POLI",2008,3.011
"BHR","POLI",2008,5
"BGD","POLI",2008,1.5
"BLR","POLI",2008,2.618
"BEL","POLI",2008,2.787
"BEN","POLI",2008,3.5
"BTN","POLI",2008,1.5
"BOL","POLI",2008,2.099
"BIH","POLI",2008,3.25
"BWA","POLI",2008,3.25
"BRA","POLI",2008,3.25
"BGR","POLI",2008,3.25
"BFA","POLI",2008,3.25
"BDI","POLI",2008,2.5
"KHM","POLI",2008,1.5
"CMR","POLI",2008,2.5
"CAN","POLI",2008,1.957
"CAF","POLI",2008,1.5
"TCD","POLI",2008,2.5
"CHL","POLI",2008,1.959
"CHN","POLI",2008,2.5
"COL","POLI",2008,2.5
"COG","POLI",2008,2.5
"CRI","POLI",2008,2.284
"CIV","POLI",2008,1.5
"HRV","POLI",2008,3.149
"CUB","POLI",2008,4.5
"CYP","POLI",2008,4.046
"CZE","POLI",2008,3.304
"COD","POLI",2008,1.5
"DNK","POLI",2008,1.974
"DJI","POLI",2008,4.5
"DOM","POLI",2008,3.25
"ECU","POLI",2008,2.344
"EGY","POLI",2008,4.5
"SLV","POLI",2008,2.258
"GNQ","POLI",2008,2.5
"ERI","POLI",2008,3.5
"EST","POLI",2008,2.305
"ETH","POLI",2008,1.5
"FIN","POLI",2008,1.795
"FRA","POLI",2008,2.5
"GAB","POLI",2008,3.25
"GMB","POLI",2008,2.5
"GEO","POLI",2008,2.582
"DEU","POLI",2008,2.516
"GHA","POLI",2008,2.5
"GRC","POLI",2008,2.5
"GTM","POLI",2008,2.5
"GIN","POLI",2008,1.286
"GNB","POLI",2008,1.5
"GUY","POLI",2008,3.5
"HTI","POLI",2008,2.5
"HND","POLI",2008,2.5
"HUN","POLI",2008,2.539
"ISL","POLI",2008,2.378
"IND","POLI",2008,1.5
"IDN","POLI",2008,1.5
"IRN","POLI",2008,3.25
"IRQ","POLI",2008,3.25
"IRL","POLI",2008,2.552
"ISR","POLI",2008,3.5
"ITA","POLI",2008,3.813
"JAM","POLI",2008,2.5
"JPN","POLI",2008,1.911
"JOR","POLI",2008,2.5
"KAZ","POLI",2008,3.25
"KEN","POLI",2008,2.5
"KSV","POLI",2008,2.5
"KWT","POLI",2008,5
"KGZ","POLI",2008,2.5
"LAO","POLI",2008,2.5
"LVA","POLI",2008,2.998
"LBN","POLI",2008,3.25
"LSO","POLI",2008,1.817
"LBR","POLI",2008,3.5
"LBY","POLI",2008,2.5
"LTU","POLI",2008,2.662
"MKD","POLI",2008,3.25
"MDG","POLI",2008,1.5
"MWI","POLI",2008,1.5
"MYS","POLI",2008,2.5
"MLI","POLI",2008,5
"MRT","POLI",2008,5
"MUS","POLI",2008,5
"MEX","POLI",2008,2.5
"MDA","POLI",2008,2.446
"MNG","POLI",2008,2.368
"MNE","POLI",2008,5
"MAR","POLI",2008,1.708
"MOZ","POLI",2008,2.5
"MMR","POLI",2008,3.5
"NAM","POLI",2008,3.25
"NPL","POLI",2008,2.01
"NLD","POLI",2008,2.133
"NZL","POLI",2008,1.91
"NIC","POLI",2008,3.25
"NER","POLI",2008,2.5
"NGA","POLI",2008,2.5
"PRK","POLI",2008,5
"NOR","POLI",2008,2.5
"OMN","POLI",2008,3.25
"PAK","POLI",2008,2.5
"PAN","POLI",2008,3.594
"PNG","POLI",2008,1.5
"PRY","POLI",2008,2.5
"PER","POLI",2008,2.659
"PHL","POLI",2008,1.75
"POL","POLI",2008,2.305
"PRT","POLI",2008,3.346
"QAT","POLI",2008,2.5
"ROU","POLI",2008,2.043
"RUS","POLI",2008,4.5
"RWA","POLI",2008,3.25
"SAU","POLI",2008,3.25
"SEN","POLI",2008,2.5
"SRB","POLI",2008,3.25
"SLE","POLI",2008,1.873
"SGP","POLI",2008,2.5
"SVK","POLI",2008,2.963
"SVN","POLI",2008,3.5
"SOM","POLI",2008,1.5
"ZAF","POLI",2008,2.12
"KOR","POLI",2008,1.978
"SSD","POLI",2008,2.5
"ESP","POLI",2008,2.5
"LKA","POLI",2008,2.583
"SDN","POLI",2008,4.5
"SWZ","POLI",2008,2.317
"SWE","POLI",2008,1.945
"CHE","POLI",2008,2.073
"SYR","POLI",2008,3.5
"TWN","POLI",2008,2.5
"TJK","POLI",2008,2.5
"TZA","POLI",2008,2.5
"THA","POLI",2008,2.5
"TLS","POLI",2008,1.5
"TGO","POLI",2008,1.5
"TTO","POLI",2008,3.25
"TUN","POLI",2008,2.5
"TUR","POLI",2008,3.156
"TKM","POLI",2008,3.25
"UGA","POLI",2008,1.5
"UKR","POLI",2008,2.33
"ARE","POLI",2008,3.25
"GBR","POLI",2008,2.317
"USA","POLI",2008,2.632
"URY","POLI",2008,3.487
"UZB","POLI",2008,3.25
"VEN","POLI",2008,1.079
"VNM","POLI",2008,3.25
"YEM","POLI",2008,2.5
"ZMB","POLI",2008,1.5
"ZWE","POLI",2008,1.913
